时间,开盘,收盘,最高,最低,成交量,成交额,均价
2025-12-09 09:30:00,0.0,6.07,6.07,6.07,4,2428.0,6.07
2025-12-09 09:31:00,0.0,6.08,6.13,6.08,538,329384.0,6.124
2025-12-09 09:32:00,0.0,6.08,6.09,6.06,178,107870.0,6.112
2025-12-09 09:33:00,0.0,6.08,6.08,6.06,87,52840.0,6.108
2025-12-09 09:34:00,0.0,6.09,6.09,6.05,927,561824.0,6.082
2025-12-09 09:35:00,0.0,6.07,6.09,6.07,34,20539.0,6.082
2025-12-09 09:36:00,0.0,6.06,6.08,6.06,651,394496.0,6.077
2025-12-09 09:37:00,0.0,6.08,6.09,6.08,10,6088.0,6.077
2025-12-09 09:38:00,0.0,6.07,6.08,6.07,67,40670.0,6.076
2025-12-09 09:39:00,0.0,6.07,6.07,6.07,140,84980.0,6.076
2025-12-09 09:40:00,0.0,6.05,6.07,6.05,122,74035.0,6.075
2025-12-09 09:41:00,0.0,6.07,6.07,6.06,25,15393.0,6.075
2025-12-09 09:42:00,0.0,6.07,6.07,6.07,2,1031.0,6.075
2025-12-09 09:43:00,0.0,6.07,6.07,6.07,44,26720.0,6.075
2025-12-09 09:44:00,0.0,6.07,6.07,6.07,24,14446.0,6.075
2025-12-09 09:45:00,0.0,6.06,6.06,6.06,53,32119.0,6.075
2025-12-09 09:46:00,0.0,6.07,6.07,6.07,52,31472.0,6.075
2025-12-09 09:47:00,0.0,6.07,6.07,6.07,49,29743.0,6.074
2025-12-09 09:48:00,0.0,6.07,6.07,6.07,0,0.0,6.074
2025-12-09 09:49:00,0.0,6.08,6.08,6.08,1,608.0,6.074
2025-12-09 09:50:00,0.0,6.07,6.07,6.07,1,710.0,6.074
2025-12-09 09:51:00,0.0,6.07,6.07,6.07,0,0.0,6.074
2025-12-09 09:52:00,0.0,6.06,6.06,6.06,81,49086.0,6.074
2025-12-09 09:53:00,0.0,6.04,6.05,6.04,126,76173.0,6.073
2025-12-09 09:54:00,0.0,6.06,6.06,6.06,89,54024.0,6.073
2025-12-09 09:55:00,0.0,6.04,6.06,6.04,249,150466.0,6.07
2025-12-09 09:56:00,0.0,6.04,6.05,6.04,226,136599.0,6.069
2025-12-09 09:57:00,0.0,6.04,6.04,6.04,0,0.0,6.069
2025-12-09 09:58:00,0.0,6.05,6.05,6.05,21,12493.0,6.069
