日期,股票代码,开盘,收盘,最高,最低,成交量,成交额,振幅,涨跌幅,涨跌额,换手率
2024-01-02,002759,10.52,10.53,10.58,10.41,42198,44720867.14,1.62,0.19,0.02,1.04
2024-01-03,002759,10.49,10.53,10.6,10.42,36632,38885122.6,1.71,0.0,0.0,0.9
2024-01-04,002759,10.53,10.51,10.58,10.46,32116,34131552.0,1.14,-0.19,-0.02,0.79
2024-01-05,002759,10.52,10.43,10.73,10.39,36929,39393945.0,3.24,-0.76,-0.08,0.91
2024-01-08,002759,10.42,10.14,10.5,10.1,34470,35806176.8,3.84,-2.78,-0.29,0.85
2024-01-09,002759,10.15,10.13,10.29,10.03,50450,51773310.25,2.56,-0.1,-0.01,1.24
2024-01-10,002759,10.08,10.15,10.34,9.91,39387,40454199.0,4.24,0.2,0.02,0.97
2024-01-11,002759,10.13,10.45,10.53,10.11,52869,55268745.0,4.14,2.96,0.3,1.3
2024-01-12,002759,10.46,10.43,10.62,10.38,34431,36488705.6,2.3,-0.19,-0.02,0.85
2024-01-15,002759,10.38,10.27,10.42,10.19,30838,32076654.0,2.21,-1.53,-0.16,0.76
2024-01-16,002759,10.26,10.29,10.41,10.14,32442,33593652.0,2.63,0.19,0.02,0.8
2024-01-17,002759,10.25,10.02,10.28,10.0,28610,29381203.98,2.72,-2.62,-0.27,0.71
2024-01-18,002759,9.92,9.83,10.04,9.54,58131,57445364.0,4.99,-1.9,-0.19,1.43
2024-01-19,002759,9.85,9.76,10.19,9.76,38812,38949130.0,4.37,-0.71,-0.07,0.96
2024-01-22,002759,9.7,9.14,9.95,9.08,49249,47067582.71,8.91,-6.35,-0.62,1.22
2024-01-23,002759,9.14,9.13,9.23,8.88,43916,40317937.05,3.83,-0.11,-0.01,1.08
2024-01-24,002759,9.14,9.09,9.2,8.75,44149,40159372.0,4.93,-0.44,-0.04,1.09
2024-01-25,002759,9.09,9.41,9.44,8.99,39789,37180173.0,4.95,3.52,0.32,0.98
2024-01-26,002759,9.4,9.31,9.52,9.28,25633,24334189.0,2.55,-1.06,-0.1,0.63
2024-01-29,002759,9.33,8.93,9.43,8.91,38320,35205953.5,5.59,-4.08,-0.38,0.95
2024-01-30,002759,8.9,8.54,8.94,8.52,34630,30590371.0,4.7,-4.37,-0.39,0.85
2024-01-31,002759,8.54,8.2,8.79,8.12,53297,45587967.09,7.85,-3.98,-0.34,1.31
2024-02-01,002759,8.18,8.01,8.26,7.91,46013,37638910.32,4.27,-2.32,-0.19,1.14
2024-02-02,002759,7.99,7.59,8.17,7.2,65479,51046002.0,12.11,-5.24,-0.42,1.62
2024-02-05,002759,7.52,6.82,7.55,6.82,83536,58858643.2,9.62,-10.14,-0.77,2.06
2024-02-06,002759,6.35,6.71,6.97,6.25,93927,62509236.43,10.56,-1.61,-0.11,2.32
