日期,股票代码,开盘,收盘,最高,最低,成交量,成交额,振幅,涨跌幅,涨跌额,换手率
2024-01-02,600960,4.05,4.04,4.09,4.03,148213,60236473.0,1.48,-0.25,-0.01,1.56
2024-01-03,600960,4.01,3.99,4.05,3.95,157133,62693444.0,2.48,-1.24,-0.05,1.65
2024-01-04,600960,3.98,3.98,4.01,3.94,123947,49306790.0,1.75,-0.25,-0.01,1.3
2024-01-05,600960,3.98,3.89,3.99,3.87,159079,62400374.0,3.02,-2.26,-0.09,1.67
2024-01-08,600960,3.88,3.85,3.92,3.84,129111,50025229.0,2.06,-1.03,-0.04,1.36
2024-01-09,600960,3.86,3.86,3.9,3.82,121160,46843540.0,2.08,0.26,0.01,1.27
2024-01-10,600960,3.84,3.8,3.87,3.79,139099,53132488.0,2.07,-1.55,-0.06,1.46
2024-01-11,600960,3.79,3.89,3.89,3.78,131004,50423987.0,2.89,2.37,0.09,1.38
2024-01-12,600960,3.88,3.84,3.94,3.83,116787,45442232.0,2.83,-1.29,-0.05,1.23
2024-01-15,600960,3.81,3.84,3.86,3.78,95570,36601464.0,2.08,0.0,0.0,1.01
2024-01-16,600960,3.83,3.81,3.84,3.75,129246,48973479.0,2.34,-0.78,-0.03,1.36
2024-01-17,600960,3.81,3.7,3.82,3.7,95789,35917899.0,3.15,-2.89,-0.11,1.01
2024-01-18,600960,3.68,3.69,3.71,3.55,160676,58274466.0,4.32,-0.27,-0.01,1.69
2024-01-19,600960,3.68,3.64,3.7,3.62,83053,30317457.0,2.17,-1.36,-0.05,0.87
2024-01-22,600960,3.66,3.44,3.67,3.42,137089,48511917.0,6.87,-5.49,-0.2,1.44
2024-01-23,600960,3.46,3.44,3.48,3.38,100396,34515071.0,2.91,0.0,0.0,1.06
2024-01-24,600960,3.46,3.52,3.53,3.37,128863,44714323.0,4.65,2.33,0.08,1.36
2024-01-25,600960,3.52,3.67,3.68,3.51,148060,53459853.0,4.83,4.26,0.15,1.56
2024-01-26,600960,3.66,3.69,3.75,3.64,141586,52389285.0,3.0,0.54,0.02,1.49
2024-01-29,600960,3.75,3.57,3.75,3.57,97075,35181524.0,4.88,-3.25,-0.12,1.02
2024-01-30,600960,3.56,3.49,3.6,3.48,79723,28142570.0,3.36,-2.24,-0.08,0.84
2024-01-31,600960,3.45,3.3,3.49,3.29,144671,48776507.0,5.73,-5.44,-0.19,1.52
2024-02-01,600960,3.3,3.23,3.34,3.21,129252,42236766.0,3.94,-2.12,-0.07,1.36
2024-02-02,600960,3.24,3.07,3.3,2.96,161325,50280917.0,10.53,-4.95,-0.16,1.7
2024-02-05,600960,3.07,2.76,3.07,2.76,256501,72313850.0,10.1,-10.1,-0.31,2.7
2024-02-06,600960,2.68,2.73,2.88,2.53,229442,61646629.0,12.68,-1.09,-0.03,2.41
2024-02-07,600960,2.8,2.59,2.8,2.54,214114,57140327.0,9.52,-5.13,-0.14,2.25
2024-02-08,600960,2.6,2.79,2.81,2.49,215536,57610977.0,12.36,7.72,0.2,2.27
2024-02-19,600960,2.84,2.94,2.96,2.8,180141,52370099.0,5.73,5.38,0.15,1.9
2024-02-20,600960,2.94,2.96,3.0,2.88,135402,39837173.0,4.08,0.68,0.02,1.42
2024-02-21,600960,2.95,3.04,3.14,2.91,190693,58522262.0,7.77,2.7,0.08,2.01
2024-02-22,600960,3.08,3.1,3.1,3.03,112135,34469521.0,2.3,1.97,0.06,1.18
2024-02-23,600960,3.1,3.23,3.24,3.08,186673,58883247.0,5.16,4.19,0.13,1.96
2024-02-26,600960,3.3,3.55,3.55,3.26,295327,102575571.0,8.98,9.91,0.32,3.11
2024-02-27,600960,3.7,3.91,3.91,3.56,414407,155147875.0,9.86,10.14,0.36,4.36
2024-02-28,600960,4.1,3.57,4.3,3.56,1159431,468930116.0,18.93,-8.7,-0.34,12.2
2024-02-29,600960,3.35,3.68,3.71,3.35,664867,237526580.0,10.08,3.08,0.11,6.99
2024-03-01,600960,3.69,3.6,3.74,3.55,418177,150706855.0,5.16,-2.17,-0.08,4.4
2024-03-04,600960,3.59,3.5,3.59,3.46,273407,95856676.0,3.61,-2.78,-0.1,2.88
2024-03-05,600960,3.46,3.55,3.6,3.37,373229,130553426.0,6.57,1.43,0.05,3.93
2024-03-06,600960,3.49,3.49,3.55,3.46,195272,68410818.0,2.54,-1.69,-0.06,2.05
2024-03-07,600960,3.52,3.7,3.84,3.5,678691,256279465.0,9.74,6.02,0.21,7.14
2024-03-08,600960,3.69,3.6,3.75,3.58,466147,169633234.0,4.59,-2.7,-0.1,4.9
2024-03-11,600960,3.67,3.73,3.84,3.66,380215,142509969.0,5.0,3.61,0.13,4.0
2024-03-12,600960,3.8,3.87,3.95,3.74,467618,180266414.0,5.63,3.75,0.14,4.92
2024-03-13,600960,3.85,3.92,4.07,3.8,460424,182241541.0,6.98,1.29,0.05,4.84
2024-03-14,600960,3.87,3.9,4.08,3.77,451030,176219770.0,7.91,-0.51,-0.02,4.75
2024-03-15,600960,3.82,3.95,4.0,3.79,363977,142604513.0,5.38,1.28,0.05,3.83
2024-03-18,600960,3.96,4.02,4.05,3.96,328655,131438430.0,2.28,1.77,0.07,3.46
2024-03-19,600960,4.0,3.91,4.0,3.9,291078,114707335.0,2.49,-2.74,-0.11,3.06
