日期,股票代码,开盘,收盘,最高,最低,成交量,成交额,振幅,涨跌幅,涨跌额,换手率
2024-01-02,002252,8.5,7.54,8.5,7.49,2079768,1631316559.63,12.78,-4.56,-0.36,3.13
2024-01-03,002252,7.59,7.69,7.98,7.52,1102618,866044991.14,6.1,1.99,0.15,1.66
2024-01-04,002252,7.63,7.73,7.79,7.44,693653,537351074.97,4.55,0.52,0.04,1.04
2024-01-05,002252,7.74,7.71,7.88,7.65,523634,410872822.94,2.98,-0.26,-0.02,0.79
2024-01-08,002252,7.67,7.41,7.67,7.38,683571,519141265.39,3.76,-3.89,-0.3,1.03
2024-01-09,002252,7.4,7.51,7.57,7.37,476534,361591638.2,2.7,1.35,0.1,0.72
2024-01-10,002252,7.4,7.29,7.42,7.25,493278,366360618.86,2.26,-2.93,-0.22,0.74
2024-01-11,002252,7.31,7.25,7.37,7.16,606613,446027928.4,2.88,-0.55,-0.04,0.91
2024-01-12,002252,7.26,7.11,7.26,7.08,426238,309496742.0,2.48,-1.93,-0.14,0.64
2024-01-15,002252,7.09,7.06,7.14,7.03,307359,220589242.0,1.55,-0.7,-0.05,0.46
2024-01-16,002252,7.08,7.06,7.08,6.87,564307,398731696.23,2.97,0.0,0.0,0.85
2024-01-17,002252,7.03,6.88,7.12,6.88,355219,251536065.15,3.4,-2.55,-0.18,0.53
2024-01-18,002252,6.86,6.86,6.88,6.63,550358,376544970.91,3.63,-0.29,-0.02,0.83
2024-01-19,002252,6.84,6.8,6.92,6.75,352821,244480402.54,2.48,-0.87,-0.06,0.53
2024-01-22,002252,6.79,6.53,6.83,6.47,498504,336644152.19,5.29,-3.97,-0.27,0.75
2024-01-23,002252,6.5,6.55,6.61,6.47,348902,231744684.92,2.14,0.31,0.02,0.53
2024-01-24,002252,6.61,6.6,6.67,6.44,479114,319452714.78,3.51,0.76,0.05,0.72
2024-01-25,002252,6.6,6.75,6.77,6.56,508529,345355366.53,3.18,2.27,0.15,0.77
2024-01-26,002252,6.72,6.74,6.85,6.66,432476,296190364.17,2.81,-0.15,-0.01,0.65
2024-01-29,002252,6.78,6.65,6.82,6.63,342535,232590929.5,2.82,-1.34,-0.09,0.52
2024-01-30,002252,6.53,6.47,6.65,6.47,395052,262707259.74,2.71,-2.71,-0.18,0.59
2024-01-31,002252,6.44,6.33,6.48,6.28,422817,273267684.05,3.09,-2.16,-0.14,0.64
2024-02-01,002252,6.28,6.34,6.49,6.21,470606,304295007.03,4.42,0.16,0.01,0.71
2024-02-02,002252,6.35,6.17,6.45,5.98,460642,291364770.5,7.41,-2.68,-0.17,0.69
2024-02-05,002252,6.11,6.1,6.25,5.83,692118,424432651.31,6.81,-1.13,-0.07,1.04
2024-02-06,002252,6.06,6.59,6.65,5.99,769093,500917697.69,10.82,8.03,0.49,1.16
2024-02-07,002252,6.63,6.73,6.87,6.6,877926,601441861.84,4.1,2.12,0.14,1.32
2024-02-08,002252,6.79,6.79,6.9,6.63,703660,484555015.47,4.01,0.89,0.06,1.06
2024-02-19,002252,6.9,6.86,6.92,6.72,550519,382002066.95,2.95,1.03,0.07,0.83
2024-02-20,002252,6.82,6.91,6.97,6.78,313305,219907332.38,2.77,0.73,0.05,0.47
2024-02-21,002252,6.89,6.93,7.03,6.83,418038,294951425.82,2.89,0.29,0.02,0.63
2024-02-22,002252,6.91,7.01,7.01,6.88,282235,199680050.05,1.88,1.15,0.08,0.42
2024-02-23,002252,6.98,6.97,7.03,6.89,394301,277717524.02,2.0,-0.57,-0.04,0.59
2024-02-26,002252,6.95,6.95,7.02,6.88,345407,243797658.37,2.01,-0.29,-0.02,0.52
2024-02-27,002252,6.97,7.04,7.04,6.92,346458,244932633.68,1.73,1.29,0.09,0.52
2024-02-28,002252,7.06,6.96,7.24,6.96,602519,434687219.19,3.98,-1.14,-0.08,0.91
2024-02-29,002252,6.93,7.1,7.1,6.91,370532,264947762.54,2.73,2.01,0.14,0.56
2024-03-01,002252,7.09,7.16,7.22,7.05,359470,260232689.86,2.39,0.85,0.06,0.54
2024-03-04,002252,7.14,7.23,7.28,7.11,379271,277560499.16,2.37,0.98,0.07,0.57
2024-03-05,002252,7.2,7.18,7.28,7.15,333254,243326381.44,1.8,-0.69,-0.05,0.5
2024-03-06,002252,7.17,7.16,7.22,7.08,230904,167387276.5,1.95,-0.28,-0.02,0.35
2024-03-07,002252,7.14,7.0,7.17,6.98,299164,214447529.12,2.65,-2.23,-0.16,0.45
2024-03-08,002252,7.0,7.02,7.07,6.96,192611,136973130.2,1.57,0.29,0.02,0.29
2024-03-11,002252,7.0,7.11,7.15,7.0,295473,212627262.0,2.14,1.28,0.09,0.44
2024-03-12,002252,7.14,7.19,7.23,7.14,312188,227407567.89,1.27,1.13,0.08,0.47
2024-03-13,002252,7.21,7.45,7.53,7.21,665052,498017501.1,4.45,3.62,0.26,1.0
2024-03-14,002252,7.5,7.3,7.55,7.26,417638,311689247.06,3.89,-2.01,-0.15,0.63
2024-03-15,002252,7.25,7.3,7.35,7.2,297668,219205082.52,2.05,0.0,0.0,0.45
2024-03-18,002252,7.27,7.31,7.35,7.2,349873,258979683.67,2.05,0.14,0.01,0.53
2024-03-19,002252,7.31,7.24,7.32,7.23,232381,171273369.58,1.23,-0.96,-0.07,0.35
2024-03-20,002252,7.24,7.25,7.27,7.18,234141,171552875.08,1.24,0.14,0.01,0.35
2024-03-21,002252,7.25,7.13,7.26,7.11,304969,221559840.03,2.07,-1.66,-0.12,0.46
2024-03-22,002252,7.13,7.05,7.17,7.01,242772,173999022.53,2.24,-1.12,-0.08,0.37
2024-03-25,002252,7.02,6.95,7.07,6.94,250308,177996920.46,1.84,-1.42,-0.1,0.38
2024-03-26,002252,6.94,6.96,7.0,6.91,213306,150465843.22,1.29,0.14,0.01,0.32
2024-03-27,002252,6.95,6.92,7.02,6.92,193656,136857137.8,1.44,-0.57,-0.04,0.29
2024-03-28,002252,6.92,6.93,7.04,6.89,253121,178656992.0,2.17,0.14,0.01,0.38
2024-03-29,002252,6.93,7.0,7.04,6.92,216017,152843893.74,1.73,1.01,0.07,0.33
2024-04-01,002252,6.99,7.05,7.06,6.95,216903,154667074.0,1.57,0.71,0.05,0.33
2024-04-02,002252,7.04,6.92,7.04,6.91,293116,206851442.8,1.84,-1.84,-0.13,0.44
2024-04-03,002252,6.92,6.95,7.0,6.9,225769,159099800.83,1.45,0.43,0.03,0.34
2024-04-08,002252,6.95,6.77,6.97,6.75,331102,229600956.84,3.17,-2.59,-0.18,0.5
2024-04-09,002252,6.75,6.86,6.87,6.7,251480,173424524.31,2.51,1.33,0.09,0.38
2024-04-10,002252,6.86,6.73,6.87,6.71,212408,146009715.83,2.33,-1.9,-0.13,0.32
2024-04-11,002252,6.7,6.71,6.8,6.7,147883,101331349.2,1.49,-0.3,-0.02,0.22
2024-04-12,002252,6.71,6.67,6.81,6.66,232069,158614969.55,2.24,-0.6,-0.04,0.35
2024-04-15,002252,6.64,6.68,6.76,6.6,353635,239688436.59,2.4,0.15,0.01,0.53
2024-04-16,002252,6.65,6.58,6.78,6.56,384896,260008436.2,3.29,-1.5,-0.1,0.58
2024-04-17,002252,6.58,6.73,6.77,6.58,343600,233989994.42,2.89,2.28,0.15,0.52
2024-04-18,002252,6.7,6.89,7.05,6.7,510757,357743066.35,5.2,2.38,0.16,0.77
2024-04-19,002252,6.85,6.91,6.95,6.82,266437,186140264.77,1.89,0.29,0.02,0.4
2024-04-22,002252,6.86,6.96,6.99,6.86,274071,193182859.71,1.88,0.72,0.05,0.41
2024-04-23,002252,6.93,6.94,7.0,6.89,267199,188136255.15,1.58,-0.29,-0.02,0.4
2024-04-24,002252,6.95,6.97,7.01,6.91,239645,168958612.0,1.44,0.43,0.03,0.36
2024-04-25,002252,6.98,7.16,7.22,6.95,448956,323621348.13,3.87,2.73,0.19,0.68
2024-04-26,002252,7.12,7.09,7.18,7.05,329856,237355634.28,1.82,-0.98,-0.07,0.5
2024-04-29,002252,7.04,7.1,7.12,7.0,418246,300083349.72,1.69,0.14,0.01,0.63
2024-04-30,002252,7.09,7.08,7.15,7.04,341847,246200009.0,1.55,-0.28,-0.02,0.51
2024-05-06,002252,7.12,7.23,7.28,7.11,496640,363373016.73,2.4,2.12,0.15,0.75
