日期,股票代码,开盘,收盘,最高,最低,成交量,成交额,振幅,涨跌幅,涨跌额,换手率
2024-01-02,920433,5.91,6.09,6.19,5.79,129203,79526090.82,6.83,3.92,0.23,7.64
2024-01-03,920433,6.19,6.89,7.12,6.06,296945,206422392.32,17.41,13.14,0.8,17.56
2024-01-04,920433,6.46,6.59,6.74,6.43,166358,111572761.9,4.5,-4.35,-0.3,9.84
2024-01-05,920433,6.51,6.59,6.96,6.42,171428,116591395.27,8.19,0.0,0.0,10.14
2024-01-08,920433,6.48,6.09,6.85,5.92,122857,81934799.96,14.11,-7.59,-0.5,7.26
2024-01-09,920433,5.99,5.75,6.18,5.63,108612,64919555.64,9.03,-5.58,-0.34,6.42
2024-01-10,920433,5.69,5.76,5.85,5.67,54467,32159789.49,3.13,0.17,0.01,3.22
2024-01-11,920433,5.79,5.84,5.96,5.77,53495,31968251.35,3.3,1.39,0.08,3.16
2024-01-12,920433,5.79,5.15,5.85,5.12,102066,56941615.4,12.5,-11.82,-0.69,6.03
2024-01-15,920433,5.09,4.92,5.23,4.77,68135,34878804.99,8.93,-4.47,-0.23,4.03
2024-01-16,920433,5.01,5.32,5.44,4.84,100676,53206740.18,12.2,8.13,0.4,5.95
2024-01-17,920433,5.26,5.31,5.52,5.21,78430,43399369.48,5.83,-0.19,-0.01,4.64
2024-01-18,920433,5.37,5.36,5.38,5.11,61506,33448633.78,5.08,0.94,0.05,3.64
2024-01-19,920433,5.44,5.47,5.52,5.31,65353,36561510.81,3.92,2.05,0.11,3.86
2024-01-22,920433,5.45,5.16,5.46,4.97,52802,28571814.74,8.96,-5.67,-0.31,3.12
2024-01-23,920433,5.06,5.15,5.28,5.06,42841,22599459.37,4.26,-0.19,-0.01,2.53
2024-01-24,920433,5.19,5.04,5.22,4.87,49458,25362485.74,6.8,-2.14,-0.11,2.92
2024-01-25,920433,5.06,5.08,5.19,4.95,50819,26542954.87,4.76,0.79,0.04,3.0
2024-01-26,920433,5.03,4.96,5.15,4.94,48281,24968638.67,4.13,-2.36,-0.12,2.85
2024-01-29,920433,4.94,4.46,4.96,4.46,58504,28181952.88,10.08,-10.08,-0.5,3.46
2024-01-30,920433,4.46,4.26,4.54,4.11,51812,22877542.63,9.64,-4.48,-0.2,3.06
2024-01-31,920433,4.3,4.34,4.48,4.24,41581,18642971.76,5.63,1.88,0.08,2.46
2024-02-01,920433,4.33,4.13,4.42,4.11,33024,14428945.21,7.14,-4.84,-0.21,1.95
2024-02-02,920433,4.06,3.8,4.25,3.48,59510,23731618.35,18.64,-7.99,-0.33,3.52
2024-02-05,920433,3.74,3.41,3.74,3.31,55965,20386974.07,11.32,-10.26,-0.39,3.31
2024-02-06,920433,3.36,4.47,4.47,3.36,154798,68621666.2,32.55,31.09,1.06,9.15
2024-02-07,920433,5.05,5.48,5.85,4.78,262832,144934049.86,23.94,22.6,1.01,15.54
2024-02-08,920433,4.86,4.81,4.98,4.38,183437,88237226.67,10.95,-12.23,-0.67,10.85
2024-02-19,920433,4.65,4.82,4.99,4.46,111005,54165260.72,11.02,0.21,0.01,6.56
2024-02-20,920433,4.83,5.63,6.3,4.64,247338,144021581.59,34.44,16.8,0.81,14.62
2024-02-21,920433,5.16,5.49,5.63,5.16,170899,94646957.93,8.35,-2.49,-0.14,10.1
2024-02-22,920433,5.36,5.81,6.01,5.36,161822,94538637.69,11.84,5.83,0.32,9.57
2024-02-23,920433,5.67,5.66,5.87,5.59,111895,65509716.02,4.82,-2.58,-0.15,6.62
2024-02-26,920433,5.47,5.53,5.82,5.4,122277,70078494.43,7.42,-2.3,-0.13,7.23
2024-02-27,920433,5.57,5.71,5.73,5.46,108579,62752602.75,4.88,3.25,0.18,6.42
2024-02-28,920433,5.78,5.42,6.01,5.38,133293,78377996.18,11.03,-5.08,-0.29,7.88
2024-02-29,920433,5.2,5.67,5.71,4.96,114501,63798963.9,13.84,4.61,0.25,6.77
2024-03-01,920433,5.6,5.52,5.72,5.46,71476,40876413.63,4.59,-2.65,-0.15,4.23
2024-03-04,920433,5.46,5.66,5.98,5.46,114364,67387073.37,9.42,2.54,0.14,6.76
2024-03-05,920433,5.56,5.38,5.66,5.34,78282,43384941.5,5.65,-4.95,-0.28,4.63
2024-03-06,920433,5.38,5.36,5.42,5.32,33665,18568635.71,1.86,-0.37,-0.02,1.99
2024-03-07,920433,5.35,5.19,5.42,5.1,57246,30741507.59,5.97,-3.17,-0.17,3.38
2024-03-08,920433,5.23,5.28,5.53,5.23,56512,31248516.34,5.78,1.73,0.09,3.34
2024-03-11,920433,5.29,5.29,5.35,5.11,44791,23975327.39,4.55,0.19,0.01,2.65
2024-03-12,920433,5.51,5.71,6.52,5.46,209774,127411181.22,20.04,7.94,0.42,12.4
2024-03-13,920433,5.25,5.46,5.64,5.22,132846,73540118.86,7.36,-4.38,-0.25,7.85
2024-03-14,920433,5.57,5.53,5.91,5.46,116981,67980738.37,8.24,1.28,0.07,6.92
2024-03-15,920433,5.41,5.66,5.76,5.34,98657,56310615.42,7.59,2.35,0.13,5.83
2024-03-18,920433,5.69,5.81,5.91,5.54,101477,59395478.83,6.54,2.65,0.15,6.0
2024-03-19,920433,5.75,5.65,5.82,5.6,78623,45799282.66,3.79,-2.75,-0.16,4.65
2024-03-20,920433,5.65,5.62,5.81,5.56,70578,41038137.92,4.42,-0.53,-0.03,4.17
