日期,股票代码,开盘,收盘,最高,最低,成交量,成交额,振幅,涨跌幅,涨跌额,换手率
2024-01-02,000952,8.0,8.17,8.22,7.96,42630,34576890.4,3.25,2.25,0.18,1.24
2024-01-03,000952,8.15,8.2,8.29,8.15,37337,30607665.76,1.71,0.37,0.03,1.09
2024-01-04,000952,8.24,8.24,8.28,8.16,41214,33830880.94,1.46,0.49,0.04,1.2
2024-01-05,000952,8.24,8.06,8.25,8.01,32458,26348912.4,2.91,-2.18,-0.18,0.94
2024-01-08,000952,8.01,7.85,8.06,7.83,31351,24888257.0,2.85,-2.61,-0.21,0.91
2024-01-09,000952,7.86,7.97,8.01,7.82,34255,27144198.0,2.42,1.53,0.12,1.0
2024-01-10,000952,7.99,7.88,8.04,7.85,33562,26602438.18,2.38,-1.13,-0.09,0.98
2024-01-11,000952,7.85,7.89,7.99,7.81,28589,22604270.0,2.28,0.13,0.01,0.83
2024-01-12,000952,7.92,7.75,7.94,7.74,28484,22315303.8,2.53,-1.77,-0.14,0.83
2024-01-15,000952,7.78,7.8,7.89,7.7,26628,20813067.39,2.45,0.65,0.05,0.77
2024-01-16,000952,7.79,7.76,7.88,7.65,46525,35925516.1,2.95,-0.51,-0.04,1.35
2024-01-17,000952,7.8,7.56,7.81,7.55,32362,24866548.0,3.35,-2.58,-0.2,0.94
2024-01-18,000952,7.55,7.44,7.56,7.25,44441,32793281.0,4.1,-1.59,-0.12,1.29
2024-01-19,000952,7.48,7.41,7.54,7.35,33284,24755045.0,2.55,-0.4,-0.03,0.97
2024-01-22,000952,7.37,6.88,7.41,6.79,54818,38746280.2,8.37,-7.15,-0.53,1.59
2024-01-23,000952,6.87,6.66,6.88,6.53,87253,58028024.4,5.09,-3.2,-0.22,2.54
2024-01-24,000952,6.67,6.9,6.92,6.51,84933,57185176.8,6.16,3.6,0.24,2.47
2024-01-25,000952,6.96,7.11,7.13,6.91,67165,47267979.85,3.19,3.04,0.21,1.95
2024-01-26,000952,7.09,7.16,7.31,7.08,50209,36251086.51,3.23,0.7,0.05,1.46
2024-01-29,000952,7.16,6.95,7.25,6.9,54610,38351553.43,4.89,-2.93,-0.21,1.59
2024-01-30,000952,6.93,6.7,6.93,6.68,43618,29659975.7,3.6,-3.6,-0.25,1.27
2024-01-31,000952,6.68,6.27,6.73,6.21,67976,43553158.2,7.76,-6.42,-0.43,1.98
2024-02-01,000952,6.18,6.0,6.24,5.89,59752,36085587.43,5.58,-4.31,-0.27,1.74
2024-02-02,000952,6.0,5.6,6.23,5.41,80935,46597865.0,13.67,-6.67,-0.4,2.35
2024-02-05,000952,5.54,5.04,5.54,5.04,85455,43850854.4,8.93,-10.0,-0.56,2.48
2024-02-06,000952,4.6,4.74,4.88,4.54,150639,69644526.09,6.75,-5.95,-0.3,4.38
2024-02-07,000952,4.7,4.3,4.74,4.27,215134,92663662.84,9.92,-9.28,-0.44,6.25
2024-02-08,000952,4.31,4.63,4.67,4.11,160073,69770053.76,13.02,7.67,0.33,4.65
2024-02-19,000952,4.81,4.87,4.96,4.68,133256,64453611.42,6.05,5.18,0.24,3.87
2024-02-20,000952,4.96,5.01,5.02,4.78,76130,37621860.66,4.93,2.87,0.14,2.21
2024-02-21,000952,5.0,5.16,5.35,4.96,86463,44755593.63,7.78,2.99,0.15,2.51
2024-02-22,000952,5.17,5.34,5.4,5.16,97952,51685596.95,4.65,3.49,0.18,2.85
2024-02-23,000952,5.38,5.68,5.68,5.38,98293,54147250.0,5.62,6.37,0.34,2.86
2024-02-26,000952,5.68,5.74,5.87,5.6,91513,52453887.6,4.75,1.06,0.06,2.66
2024-02-27,000952,5.7,5.87,5.89,5.68,61094,35451085.8,3.66,2.26,0.13,1.78
2024-02-28,000952,5.91,5.28,6.06,5.28,131427,73898930.47,13.29,-10.05,-0.59,3.82
2024-02-29,000952,5.24,5.46,5.46,5.17,85969,46024954.12,5.49,3.41,0.18,2.5
2024-03-01,000952,5.45,5.62,5.67,5.38,81163,44784192.4,5.31,2.93,0.16,2.36
2024-03-04,000952,5.65,5.83,6.18,5.57,161664,95017174.48,10.85,3.74,0.21,4.7
2024-03-05,000952,5.9,5.51,5.95,5.45,119342,66453489.53,8.58,-5.49,-0.32,3.47
2024-03-06,000952,5.5,5.47,5.59,5.36,56580,30860513.4,4.17,-0.73,-0.04,1.64
2024-03-07,000952,5.48,5.45,5.56,5.44,58022,31931854.56,2.19,-0.37,-0.02,1.69
2024-03-08,000952,5.44,5.52,5.63,5.44,36002,19865085.24,3.49,1.28,0.07,1.05
2024-03-11,000952,5.53,5.56,5.61,5.48,87464,48308249.2,2.36,0.72,0.04,2.54
2024-03-12,000952,5.56,5.66,5.69,5.54,95407,53583862.65,2.7,1.8,0.1,2.77
2024-03-13,000952,5.67,5.67,5.69,5.54,69316,38952885.0,2.65,0.18,0.01,2.02
2024-03-14,000952,5.75,5.64,5.83,5.57,64826,36893679.58,4.59,-0.53,-0.03,1.88
2024-03-15,000952,5.64,5.8,5.81,5.56,90726,51970671.62,4.43,2.84,0.16,2.64
2024-03-18,000952,5.83,5.95,5.96,5.8,49552,29119226.6,2.76,2.59,0.15,1.44
2024-03-19,000952,5.94,6.03,6.15,5.9,71441,43132377.2,4.2,1.34,0.08,2.08
2024-03-20,000952,6.0,6.03,6.06,5.93,39378,23621066.1,2.16,0.0,0.0,1.14
2024-03-21,000952,6.03,6.18,6.21,6.02,67556,41211990.4,3.15,2.49,0.15,1.96
2024-03-22,000952,6.14,5.98,6.17,5.95,48232,28994389.0,3.56,-3.24,-0.2,1.4
