日期,股票代码,开盘,收盘,最高,最低,成交量,成交额,振幅,涨跌幅,涨跌额,换手率
2024-01-02,920184,9.02,9.96,10.76,8.72,129232,127448154.89,22.72,10.91,0.98,14.61
2024-01-03,920184,9.28,9.59,9.88,9.28,78803,75425752.69,6.02,-3.71,-0.37,8.91
2024-01-04,920184,9.47,9.96,10.5,9.47,97199,97503951.36,10.74,3.86,0.37,10.99
2024-01-05,920184,10.17,9.68,10.72,9.47,95727,96757865.81,12.55,-2.81,-0.28,10.83
2024-01-08,920184,10.0,9.86,10.6,9.73,99696,101235324.94,8.99,1.86,0.18,11.27
2024-01-09,920184,9.5,8.85,9.66,8.36,104998,94068600.88,13.18,-10.24,-1.01,11.87
2024-01-10,920184,8.88,8.55,8.89,7.97,62795,52981298.3,10.4,-3.39,-0.3,7.1
2024-01-11,920184,8.32,8.84,9.16,8.32,62520,55385777.13,9.82,3.39,0.29,7.07
2024-01-12,920184,8.71,7.38,8.8,7.38,85214,69198059.96,16.06,-16.52,-1.46,9.64
2024-01-15,920184,7.19,7.01,7.48,6.88,44484,31815806.86,8.13,-5.01,-0.37,5.03
2024-01-16,920184,7.02,7.6,7.7,6.8,52474,38233123.42,12.84,8.42,0.59,5.93
2024-01-17,920184,7.52,7.52,8.05,7.4,63139,49145738.85,8.55,-1.05,-0.08,7.14
2024-01-18,920184,7.48,7.97,7.97,7.35,54192,41816248.96,8.24,5.98,0.45,6.13
2024-01-19,920184,8.0,8.27,8.48,7.86,60492,49937225.58,7.78,3.76,0.3,6.84
2024-01-22,920184,8.19,8.05,8.55,7.88,48140,39615694.55,8.1,-2.66,-0.22,5.44
2024-01-23,920184,7.9,8.25,8.31,7.9,37409,30483857.71,5.09,2.48,0.2,4.23
2024-01-24,920184,8.2,8.15,8.35,7.71,44819,36020783.54,7.76,-1.21,-0.1,5.07
2024-01-25,920184,8.2,7.8,8.24,7.7,46499,36821184.59,6.63,-4.29,-0.35,5.26
2024-01-26,920184,7.74,7.58,8.0,7.52,30747,23897984.97,6.15,-2.82,-0.22,3.48
2024-01-29,920184,7.54,6.65,7.58,6.63,36839,25973678.16,12.53,-12.27,-0.93,4.17
2024-01-30,920184,6.58,6.53,6.79,6.33,19689,12982256.55,6.92,-1.8,-0.12,2.23
2024-01-31,920184,6.5,6.66,6.85,6.5,24295,16308039.51,5.36,1.99,0.13,2.75
2024-02-01,920184,6.61,6.42,6.77,6.33,18303,11994726.24,6.61,-3.6,-0.24,2.07
2024-02-02,920184,6.53,6.08,6.57,5.71,30949,18842020.72,13.4,-5.3,-0.34,3.5
2024-02-05,920184,6.04,5.7,6.04,5.3,21014,12032363.81,12.17,-6.25,-0.38,2.38
2024-02-06,920184,5.52,6.4,6.54,5.52,32433,20162257.07,17.89,12.28,0.7,3.67
2024-02-07,920184,6.46,6.3,6.84,6.12,30244,19797342.86,11.25,-1.56,-0.1,3.42
2024-02-08,920184,6.41,6.46,6.51,5.92,28925,18094687.56,9.37,2.54,0.16,3.27
2024-02-19,920184,6.48,6.79,6.94,6.46,29494,19815202.72,7.43,5.11,0.33,3.34
2024-02-20,920184,6.7,7.06,7.08,6.58,35923,24757564.6,7.36,3.98,0.27,4.06
2024-02-21,920184,6.92,6.97,7.23,6.78,34330,24114406.89,6.37,-1.27,-0.09,3.88
2024-02-22,920184,6.85,6.99,7.11,6.81,18229,12724529.78,4.3,0.29,0.02,2.06
2024-02-23,920184,6.98,6.78,7.09,6.73,30252,20859079.5,5.15,-3.0,-0.21,3.42
2024-02-26,920184,6.69,6.61,6.83,6.55,22344,14886102.2,4.13,-2.51,-0.17,2.53
2024-02-27,920184,6.6,6.96,6.97,6.53,27839,19103212.5,6.66,5.3,0.35,3.15
2024-02-28,920184,7.06,7.2,8.44,7.06,80935,61484868.24,19.83,3.45,0.24,9.15
2024-02-29,920184,7.35,7.6,7.8,7.3,58109,43655101.35,6.94,5.56,0.4,6.57
2024-03-01,920184,7.49,7.39,7.66,7.33,42861,31922363.37,4.34,-2.76,-0.21,4.85
2024-03-04,920184,7.37,7.11,7.49,6.96,32259,23053633.47,7.17,-3.79,-0.28,3.65
2024-03-05,920184,7.03,6.98,7.17,6.85,18508,12905673.24,4.5,-1.83,-0.13,2.09
2024-03-06,920184,6.91,7.15,7.21,6.9,23246,16543773.56,4.44,2.44,0.17,2.63
2024-03-07,920184,7.15,6.8,7.18,6.8,21122,14678688.01,5.31,-4.9,-0.35,2.39
2024-03-08,920184,6.9,6.68,6.94,6.63,18806,12670169.22,4.56,-1.76,-0.12,2.13
2024-03-11,920184,6.63,6.69,6.78,6.61,15558,10388219.48,2.54,0.15,0.01,1.76
2024-03-12,920184,6.75,6.67,6.76,6.64,16418,10957874.92,1.79,-0.3,-0.02,1.86
2024-03-13,920184,6.75,6.75,6.93,6.66,17396,11822391.69,4.05,1.2,0.08,1.97
2024-03-14,920184,6.68,6.6,6.81,6.52,10342,6879166.86,4.3,-2.22,-0.15,1.17
2024-03-15,920184,6.58,6.89,6.99,6.51,26487,18159205.18,7.27,4.39,0.29,3.0
2024-03-18,920184,6.89,7.03,7.06,6.82,19643,13680252.69,3.48,2.03,0.14,2.22
2024-03-19,920184,7.07,6.83,7.11,6.82,16591,11492172.74,4.13,-2.84,-0.2,1.88
2024-03-20,920184,6.83,6.93,6.98,6.83,12017,8294129.61,2.2,1.46,0.1,1.36
2024-03-21,920184,6.91,6.72,6.97,6.62,22111,14902482.27,5.05,-3.03,-0.21,2.5
2024-03-22,920184,6.74,6.61,6.79,6.58,11238,7480916.2,3.13,-1.64,-0.11,1.27
2024-03-25,920184,6.54,6.29,6.62,6.26,14058,9070276.79,5.45,-4.84,-0.32,1.59
2024-03-26,920184,6.29,6.11,6.4,6.02,10050,6198486.18,6.04,-2.86,-0.18,1.14
2024-03-27,920184,6.1,6.21,6.38,6.1,15248,9588039.45,4.58,1.64,0.1,1.72
2024-03-28,920184,6.27,6.36,6.45,6.11,18149,11427156.97,5.48,2.42,0.15,2.04
2024-03-29,920184,6.32,6.23,6.33,6.13,20065,12417711.71,3.14,-2.04,-0.13,2.25
2024-04-01,920184,6.22,6.27,6.28,6.16,9851,6136339.84,1.93,0.64,0.04,1.11
2024-04-02,920184,6.27,6.12,6.27,6.12,9523,5885928.19,2.39,-2.39,-0.15,1.07
2024-04-03,920184,6.18,6.07,6.18,6.06,7739,4726188.87,1.96,-0.82,-0.05,0.87
2024-04-08,920184,6.1,5.76,6.1,5.75,13635,8020875.56,5.77,-5.11,-0.31,1.53
2024-04-09,920184,5.8,5.84,5.86,5.72,7763,4503760.48,2.43,1.39,0.08,0.87
2024-04-10,920184,5.84,6.0,6.15,5.78,17600,10595743.25,6.34,2.74,0.16,1.98
2024-04-11,920184,5.98,5.81,5.99,5.81,8782,5166152.63,3.0,-3.17,-0.19,0.99
2024-04-12,920184,5.81,5.68,5.89,5.61,7451,4267101.56,4.82,-2.24,-0.13,0.84
2024-04-15,920184,5.69,5.46,5.72,5.36,12824,7044666.37,6.34,-3.87,-0.22,1.44
2024-04-16,920184,5.5,5.08,5.51,5.0,8675,4514998.32,9.34,-6.96,-0.38,0.97
2024-04-17,920184,5.15,5.49,5.58,5.15,13366,7290170.78,8.46,8.07,0.41,1.5
2024-04-18,920184,5.45,5.63,6.0,5.36,24902,14324611.12,11.66,2.55,0.14,2.79
2024-04-19,920184,5.61,5.65,5.77,5.57,14248,8068468.65,3.55,0.36,0.02,1.6
2024-04-22,920184,5.71,5.66,5.71,5.51,6512,3674422.07,3.54,0.18,0.01,0.73
2024-04-23,920184,5.69,5.91,6.24,5.63,25556,15354032.72,10.78,4.42,0.25,2.87
2024-04-24,920184,5.91,5.91,6.07,5.84,14862,8845971.43,3.89,0.0,0.0,1.67
2024-04-25,920184,5.95,5.83,5.95,5.76,10272,6007433.1,3.21,-1.35,-0.08,1.15
2024-04-26,920184,5.77,6.01,6.03,5.77,16992,10044997.02,4.46,3.09,0.18,1.91
2024-04-29,920184,5.98,6.11,6.18,5.98,13587,8303745.26,3.33,1.66,0.1,1.52
2024-04-30,920184,6.16,6.08,6.19,6.05,10377,6334959.42,2.29,-0.49,-0.03,1.16
2024-05-06,920184,6.14,6.12,6.16,6.06,7533,4601728.79,1.64,0.66,0.04,0.85
2024-05-07,920184,6.12,6.04,6.13,6.02,6301,3834104.32,1.8,-1.31,-0.08,0.71
2024-05-08,920184,6.09,5.89,6.18,5.84,7944,4778541.84,5.63,-2.48,-0.15,0.89
2024-05-09,920184,5.91,5.89,5.96,5.85,6288,3707616.98,1.87,0.0,0.0,0.71
2024-05-10,920184,5.9,5.71,5.9,5.64,10304,5892411.47,4.41,-3.06,-0.18,1.16
2024-05-13,920184,5.67,5.68,5.73,5.56,5116,2904587.98,2.98,-0.53,-0.03,0.57
2024-05-14,920184,5.73,5.68,5.73,5.68,2747,1567636.06,0.88,0.0,0.0,0.31
2024-05-15,920184,5.68,5.52,5.7,5.45,6574,3651124.88,4.4,-2.82,-0.16,0.74
2024-05-16,920184,5.53,5.53,5.55,5.48,4688,2587605.15,1.27,0.18,0.01,0.53
2024-05-17,920184,5.53,5.56,5.63,5.5,4308,2397972.2,2.35,0.54,0.03,0.48
2024-05-20,920184,5.53,5.44,5.55,5.4,6072,3323285.67,2.7,-2.16,-0.12,0.68
2024-05-21,920184,5.44,5.34,5.45,5.31,3876,2082255.09,2.57,-1.84,-0.1,0.43
2024-05-22,920184,5.35,5.43,5.44,5.35,3982,2156060.01,1.69,1.69,0.09,0.45
2024-05-23,920184,5.43,5.67,5.77,5.36,16806,9476809.02,7.55,4.42,0.24,1.89
2024-05-24,920184,5.65,5.56,5.7,5.55,6989,3936156.85,2.65,-1.94,-0.11,0.78
2024-05-27,920184,5.56,5.6,5.63,5.52,4353,2423076.97,1.98,0.72,0.04,0.49
2024-05-28,920184,5.56,5.58,5.67,5.52,3506,1797462.0,2.68,-0.36,-0.02,0.4
2024-05-29,920184,5.5,5.5,5.61,5.45,3457,1906841.31,2.87,-1.43,-0.08,0.4
2024-05-30,920184,5.46,5.35,5.51,5.35,5825,2987571.23,2.91,-2.73,-0.15,0.67
2024-05-31,920184,5.34,5.36,5.45,5.31,2109,1137093.38,2.62,0.19,0.01,0.24
2024-06-03,920184,5.37,5.17,5.38,5.08,7933,4125993.04,5.6,-3.54,-0.19,0.91
