日期,股票代码,开盘,收盘,最高,最低,成交量,成交额,振幅,涨跌幅,涨跌额,换手率
2024-01-02,605006,6.87,6.92,6.97,6.82,21557,15007873.0,2.19,1.02,0.07,0.36
2024-01-03,605006,6.88,6.93,6.97,6.86,18835,13144710.0,1.59,0.14,0.01,0.31
2024-01-04,605006,6.94,6.94,6.97,6.88,15757,10995945.0,1.3,0.14,0.01,0.26
2024-01-05,605006,6.92,6.87,6.99,6.84,15158,10562921.0,2.16,-1.01,-0.07,0.25
2024-01-08,605006,6.87,6.8,6.89,6.79,17229,11852503.0,1.46,-1.02,-0.07,0.29
2024-01-09,605006,6.8,6.79,6.89,6.71,21002,14365397.0,2.65,-0.15,-0.01,0.35
2024-01-10,605006,6.79,6.77,6.88,6.75,14632,10034287.0,1.91,-0.29,-0.02,0.24
2024-01-11,605006,6.75,6.8,6.84,6.73,13192,9015592.0,1.62,0.44,0.03,0.22
2024-01-12,605006,6.79,6.81,6.93,6.78,16017,11079461.0,2.21,0.15,0.01,0.27
2024-01-15,605006,6.85,6.81,6.86,6.76,11610,7969708.0,1.47,0.0,0.0,0.19
2024-01-16,605006,6.82,6.78,6.85,6.7,16911,11517231.0,2.2,-0.44,-0.03,0.28
2024-01-17,605006,6.85,6.64,6.85,6.61,14590,9877731.0,3.54,-2.06,-0.14,0.24
2024-01-18,605006,6.62,6.46,6.65,6.29,31258,20247778.0,5.42,-2.71,-0.18,0.52
2024-01-19,605006,6.45,6.38,6.51,6.37,11409,7386089.0,2.17,-1.24,-0.08,0.19
2024-01-22,605006,6.42,6.03,6.5,5.92,24966,15458821.0,9.09,-5.49,-0.35,0.42
2024-01-23,605006,5.95,5.96,6.04,5.76,21449,12762030.0,4.64,-1.16,-0.07,0.36
2024-01-24,605006,6.02,6.08,6.08,5.83,19034,11495995.0,4.19,2.01,0.12,0.32
2024-01-25,605006,6.11,6.37,6.4,6.08,21334,13437014.0,5.26,4.77,0.29,0.36
2024-01-26,605006,6.41,6.47,6.54,6.39,24689,16125745.0,2.35,1.57,0.1,0.41
2024-01-29,605006,6.53,6.3,6.53,6.3,19283,12394506.0,3.55,-2.63,-0.17,0.32
2024-01-30,605006,6.38,6.14,6.38,6.13,15294,9615230.0,3.97,-2.54,-0.16,0.25
2024-01-31,605006,6.14,5.83,6.16,5.79,29117,17451889.0,6.03,-5.05,-0.31,0.49
2024-02-01,605006,5.79,5.63,5.79,5.51,26423,15096489.0,4.8,-3.43,-0.2,0.44
2024-02-02,605006,5.61,5.29,5.73,5.11,33393,18138804.0,11.01,-6.04,-0.34,0.56
2024-02-05,605006,5.19,4.76,5.27,4.76,43214,21114234.0,9.64,-10.02,-0.53,0.72
2024-02-06,605006,4.5,4.75,4.94,4.35,41331,19225048.0,12.39,-0.21,-0.01,0.69
2024-02-07,605006,4.8,4.46,4.82,4.4,55221,25224159.0,8.84,-6.11,-0.29,0.92
2024-02-08,605006,4.46,4.75,4.81,4.32,49192,22801129.0,10.99,6.5,0.29,0.82
2024-02-19,605006,4.75,4.98,5.02,4.75,37375,18677391.0,5.68,4.84,0.23,0.62
2024-02-20,605006,4.97,5.13,5.15,4.91,32840,16652139.0,4.82,3.01,0.15,0.55
2024-02-21,605006,5.04,5.26,5.4,5.04,31408,16746851.0,7.02,2.53,0.13,0.52
2024-02-22,605006,5.31,5.37,5.38,5.23,22820,12258417.0,2.85,2.09,0.11,0.38
2024-02-23,605006,5.39,5.6,5.68,5.34,28838,15989797.0,6.33,4.28,0.23,0.48
2024-02-26,605006,5.61,5.85,5.95,5.58,37476,21914598.0,6.61,4.46,0.25,0.62
2024-02-27,605006,5.85,5.84,5.87,5.71,32246,18850630.0,2.74,-0.17,-0.01,0.54
2024-02-28,605006,5.83,5.37,5.93,5.36,43783,24940943.0,9.76,-8.05,-0.47,0.73
2024-02-29,605006,5.27,5.48,5.54,5.27,28823,15762787.0,5.03,2.05,0.11,0.48
2024-03-01,605006,5.51,5.61,5.66,5.48,29768,16769918.0,3.28,2.37,0.13,0.5
2024-03-04,605006,5.64,5.54,5.65,5.42,20039,11131943.0,4.1,-1.25,-0.07,0.33
2024-03-05,605006,5.56,5.47,5.6,5.43,22456,12473575.0,3.07,-1.26,-0.07,0.37
2024-03-06,605006,5.42,5.5,5.54,5.4,17422,9633747.0,2.56,0.55,0.03,0.29
2024-03-07,605006,5.52,5.48,5.66,5.48,19191,10792619.0,3.27,-0.36,-0.02,0.32
2024-03-08,605006,5.47,5.52,5.56,5.4,12713,7059025.0,2.92,0.73,0.04,0.21
2024-03-11,605006,5.52,5.55,5.57,5.47,14667,8171215.0,1.81,0.54,0.03,0.24
2024-03-12,605006,5.54,5.62,5.62,5.51,21717,12202467.0,1.98,1.26,0.07,0.36
2024-03-13,605006,5.61,5.64,5.68,5.54,25538,14440336.0,2.49,0.36,0.02,0.43
2024-03-14,605006,5.64,5.66,5.67,5.61,23912,13609540.0,1.06,0.35,0.02,0.4
2024-03-15,605006,5.7,5.68,5.72,5.59,29002,16505333.0,2.3,0.35,0.02,0.48
2024-03-18,605006,5.69,6.07,6.25,5.67,101607,62232875.0,10.21,6.87,0.39,1.69
2024-03-19,605006,6.05,5.85,6.05,5.81,81729,48420475.0,3.95,-3.62,-0.22,1.36
2024-03-20,605006,5.87,5.85,5.9,5.77,49835,29248405.0,2.22,0.0,0.0,0.83
2024-03-21,605006,5.85,5.82,5.85,5.73,31758,18548381.0,2.05,-0.51,-0.03,0.53
2024-03-22,605006,5.8,5.7,5.82,5.68,27875,16088723.0,2.41,-2.06,-0.12,0.46
2024-03-25,605006,5.68,5.74,5.94,5.64,49026,28666278.0,5.26,0.7,0.04,0.82
2024-03-26,605006,5.72,5.96,6.08,5.68,81090,48378246.0,6.97,3.83,0.22,1.35
2024-03-27,605006,5.86,5.55,5.9,5.54,57828,33376049.0,6.04,-6.88,-0.41,0.96
2024-03-28,605006,5.47,5.54,5.66,5.45,40103,22503744.0,3.78,-0.18,-0.01,0.67
2024-03-29,605006,5.54,5.74,5.94,5.54,50292,29205431.0,7.22,3.61,0.2,0.84
2024-04-01,605006,5.77,6.07,6.14,5.77,100707,61050296.0,6.45,5.75,0.33,1.68
2024-04-02,605006,6.04,6.05,6.11,5.96,49362,30050593.0,2.47,-0.33,-0.02,0.82
2024-04-03,605006,6.04,6.02,6.14,5.96,46320,28216061.0,2.98,-0.5,-0.03,0.77
2024-04-08,605006,6.01,5.82,6.03,5.78,36326,21587878.0,4.15,-3.32,-0.2,0.61
2024-04-09,605006,5.81,5.94,5.95,5.81,26544,15797641.0,2.41,2.06,0.12,0.44
2024-04-10,605006,5.93,5.79,5.93,5.74,23868,13985336.0,3.2,-2.53,-0.15,0.4
2024-04-11,605006,5.79,5.78,5.88,5.73,21267,12467597.0,2.59,-0.17,-0.01,0.35
2024-04-12,605006,5.78,5.74,5.85,5.71,22049,12838114.0,2.42,-0.69,-0.04,0.37
2024-04-15,605006,5.74,5.53,5.85,5.45,53855,30454621.0,6.97,-3.66,-0.21,0.9
2024-04-16,605006,5.45,5.01,5.49,5.0,51353,26849457.0,8.86,-9.4,-0.52,0.86
2024-04-17,605006,5.02,5.39,5.39,5.02,33998,18167339.0,7.39,7.58,0.38,0.57
2024-04-18,605006,5.39,5.49,5.57,5.35,26783,14805486.0,4.08,1.86,0.1,0.45
2024-04-19,605006,5.48,5.49,5.55,5.42,20779,11508486.0,2.37,0.0,0.0,0.35
2024-04-22,605006,5.48,5.74,6.03,5.34,62217,35663200.0,12.57,4.55,0.25,1.04
2024-04-23,605006,5.6,5.43,5.65,5.37,57628,31864474.0,4.88,-5.4,-0.31,0.96
2024-04-24,605006,5.19,5.35,5.41,5.19,44488,23842802.0,4.05,-1.47,-0.08,0.74
2024-04-25,605006,5.32,5.32,5.42,5.26,28144,15188130.0,2.99,-0.56,-0.03,0.47
2024-04-26,605006,5.3,5.23,5.35,5.16,32709,17190304.0,3.57,-1.69,-0.09,0.55
2024-04-29,605006,5.26,5.43,5.43,5.23,37903,20545040.0,3.82,3.82,0.2,0.63
2024-04-30,605006,5.43,5.34,5.46,5.3,20814,11241595.0,2.95,-1.66,-0.09,0.35
2024-05-06,605006,5.4,5.62,5.69,5.4,46983,26357124.0,5.43,5.24,0.28,0.78
2024-05-07,605006,5.61,5.76,5.81,5.6,48778,28083751.0,3.74,2.49,0.14,0.81
2024-05-08,605006,5.75,5.7,5.81,5.68,31569,18266711.0,2.26,-1.04,-0.06,0.53
2024-05-09,605006,5.78,5.76,5.81,5.68,30273,17568124.0,2.28,1.05,0.06,0.5
2024-05-10,605006,5.83,5.78,5.9,5.73,27177,15857674.0,2.95,0.35,0.02,0.45
2024-05-13,605006,5.73,5.53,5.73,5.51,47026,26397046.0,3.81,-4.33,-0.25,0.78
2024-05-14,605006,5.53,5.58,5.62,5.52,19660,11025595.0,1.81,0.9,0.05,0.33
2024-05-15,605006,5.53,5.54,5.6,5.52,15992,8962498.0,1.43,-0.72,-0.04,0.27
2024-05-16,605006,5.55,5.62,5.68,5.53,26477,15028063.0,2.71,1.44,0.08,0.44
2024-05-17,605006,5.62,5.82,5.82,5.6,45012,26102231.0,3.91,3.56,0.2,0.75
2024-05-20,605006,5.83,5.79,5.95,5.77,39948,23602728.0,3.09,-0.52,-0.03,0.67
2024-05-21,605006,5.8,5.69,5.8,5.66,28381,16306436.0,2.42,-1.73,-0.1,0.47
2024-05-22,605006,5.72,5.7,5.76,5.67,14179,8178908.0,1.58,0.18,0.01,0.24
2024-05-23,605006,5.71,5.55,5.72,5.55,19617,11094717.0,2.98,-2.63,-0.15,0.33
2024-05-24,605006,5.56,5.51,5.6,5.5,15454,8636117.0,1.8,-0.72,-0.04,0.26
2024-05-27,605006,5.51,5.44,5.52,5.37,19474,10652992.0,2.72,-1.27,-0.07,0.32
2024-05-28,605006,5.47,5.35,5.51,5.35,19814,10802056.0,2.94,-1.65,-0.09,0.33
