日期,股票代码,开盘,收盘,最高,最低,成交量,成交额,振幅,涨跌幅,涨跌额,换手率
2024-01-02,603002,6.22,6.21,6.27,6.17,123092,77442090.0,1.61,0.0,0.0,1.39
2024-01-03,603002,6.19,6.14,6.21,6.02,88414,54646928.0,3.06,-1.13,-0.07,1.0
2024-01-04,603002,6.13,6.12,6.2,6.1,84175,52344141.0,1.63,-0.33,-0.02,0.95
2024-01-05,603002,6.1,6.0,6.18,5.94,80354,49345167.0,3.92,-1.96,-0.12,0.91
2024-01-08,603002,5.98,5.85,6.03,5.84,80565,48252374.0,3.17,-2.5,-0.15,0.91
2024-01-09,603002,5.88,5.89,5.98,5.85,75044,44891825.0,2.22,0.68,0.04,0.85
2024-01-10,603002,5.83,5.86,5.95,5.74,79148,46894255.0,3.57,-0.51,-0.03,0.89
2024-01-11,603002,5.83,5.99,6.01,5.8,86418,51864152.0,3.58,2.22,0.13,0.98
2024-01-12,603002,5.94,5.89,5.98,5.86,62867,37564235.0,2.0,-1.67,-0.1,0.71
2024-01-15,603002,5.85,5.87,5.94,5.76,49039,29116440.0,3.06,-0.34,-0.02,0.55
2024-01-16,603002,5.9,5.84,5.91,5.74,60136,35293068.0,2.9,-0.51,-0.03,0.68
2024-01-17,603002,5.82,5.69,5.86,5.69,56044,32759899.0,2.91,-2.57,-0.15,0.63
2024-01-18,603002,5.7,5.68,5.73,5.5,88532,50148874.0,4.04,-0.18,-0.01,1.0
2024-01-19,603002,5.66,5.61,5.73,5.57,58083,33109473.0,2.82,-1.23,-0.07,0.66
2024-01-22,603002,5.6,5.23,5.61,5.18,88143,48154369.0,7.66,-6.77,-0.38,1.0
2024-01-23,603002,5.21,5.22,5.26,5.11,94031,49525989.0,2.87,-0.19,-0.01,1.06
2024-01-24,603002,5.23,5.25,5.29,5.04,90864,47654388.0,4.79,0.57,0.03,1.03
2024-01-25,603002,5.27,5.49,5.51,5.22,82120,44873407.0,5.52,4.57,0.24,0.93
2024-01-26,603002,5.45,5.51,5.66,5.43,115813,65111309.0,4.19,0.36,0.02,1.31
2024-01-29,603002,5.46,5.2,5.5,5.19,98226,52794016.0,5.63,-5.63,-0.31,1.11
2024-01-30,603002,5.13,5.05,5.26,5.05,65208,34034434.0,4.04,-2.88,-0.15,0.74
2024-01-31,603002,5.08,4.8,5.08,4.77,87419,43480972.0,6.14,-4.95,-0.25,0.99
2024-02-01,603002,4.73,4.68,4.83,4.6,78939,37731751.0,4.79,-2.5,-0.12,0.89
2024-02-02,603002,4.69,4.42,4.79,4.26,95008,43577669.0,11.32,-5.56,-0.26,1.07
2024-02-05,603002,4.36,3.97,4.42,3.97,111847,45955638.0,10.18,-10.18,-0.45,1.26
2024-02-06,603002,3.86,3.88,4.04,3.57,230261,87910194.0,11.84,-2.27,-0.09,2.6
2024-02-07,603002,3.92,3.67,3.92,3.6,266885,102169950.0,8.25,-5.41,-0.21,3.01
2024-02-08,603002,3.74,4.04,4.04,3.5,312937,120253885.0,14.71,10.08,0.37,3.53
2024-02-19,603002,4.19,4.38,4.41,4.13,282183,122494719.0,6.93,8.42,0.34,3.19
2024-02-20,603002,4.36,4.6,4.7,4.21,236867,108121821.0,11.19,5.02,0.22,2.67
2024-02-21,603002,4.43,4.53,4.67,4.38,258542,119074188.0,6.3,-1.52,-0.07,2.92
2024-02-22,603002,4.51,4.73,4.77,4.47,192676,91166009.0,6.62,4.42,0.2,2.18
2024-02-23,603002,4.83,4.94,4.95,4.72,179155,88313993.0,4.86,4.44,0.21,2.02
2024-02-26,603002,4.89,5.01,5.13,4.86,191922,97025066.0,5.47,1.42,0.07,2.17
2024-02-27,603002,4.96,5.19,5.19,4.89,166159,85231890.0,5.99,3.59,0.18,1.88
2024-02-28,603002,5.2,4.73,5.34,4.72,234786,120135772.0,11.95,-8.86,-0.46,2.65
2024-02-29,603002,4.63,4.94,4.97,4.63,155498,76484825.0,7.19,4.44,0.21,1.76
2024-03-01,603002,4.97,5.01,5.04,4.91,153217,77350599.0,2.63,1.42,0.07,1.73
2024-03-04,603002,4.97,5.52,5.52,4.9,177820,94251872.0,12.38,10.18,0.51,2.01
2024-03-05,603002,5.81,5.86,5.99,5.53,813700,472757419.0,8.33,6.16,0.34,9.19
2024-03-06,603002,5.62,5.67,5.73,5.43,518474,293631612.0,5.12,-3.24,-0.19,5.86
2024-03-07,603002,5.61,5.38,5.7,5.38,357680,200943102.0,5.64,-5.11,-0.29,4.04
2024-03-08,603002,5.46,5.65,5.7,5.43,404910,229761935.0,5.02,5.02,0.27,4.57
2024-03-11,603002,5.53,5.53,5.56,5.41,298720,165154541.0,2.65,-2.12,-0.12,3.37
2024-03-12,603002,5.49,5.44,5.59,5.42,236848,131185363.0,3.07,-1.63,-0.09,2.67
2024-03-13,603002,5.5,5.54,5.58,5.43,266945,148957674.0,2.76,1.84,0.1,3.01
2024-03-14,603002,5.46,5.31,5.48,5.25,240762,130544398.0,4.15,-4.15,-0.23,2.72
2024-03-15,603002,5.33,5.45,5.46,5.21,167656,90909026.0,4.71,2.64,0.14,1.89
2024-03-18,603002,5.45,5.62,5.65,5.4,259361,145283609.0,4.59,3.12,0.17,2.93
2024-03-19,603002,5.59,5.63,5.64,5.53,220255,124906270.0,1.96,0.18,0.01,2.49
2024-03-20,603002,5.6,6.2,6.2,5.58,382576,229365391.0,11.01,10.12,0.57,4.32
2024-03-21,603002,6.83,6.29,6.83,6.22,305159,204108807.0,9.84,1.45,0.09,3.45
2024-03-22,603002,6.93,6.93,6.93,6.51,897164,619505833.0,6.68,10.17,0.64,10.13
2024-03-25,603002,6.71,6.23,6.78,6.23,827971,542598913.0,7.94,-10.1,-0.7,9.35
2024-03-26,603002,5.94,5.72,6.01,5.64,590651,346224780.0,5.94,-8.19,-0.51,6.67
2024-03-27,603002,5.62,5.17,5.76,5.15,448020,242933247.0,10.66,-9.62,-0.55,5.06
2024-03-28,603002,5.17,5.51,5.59,5.17,441165,243096534.0,8.12,6.58,0.34,4.98
2024-03-29,603002,5.51,5.52,5.57,5.36,263602,145848607.0,3.81,0.18,0.01,2.98
2024-04-01,603002,5.52,5.65,5.69,5.48,231575,131230874.0,3.8,2.36,0.13,2.62
2024-04-02,603002,5.65,5.52,5.69,5.47,187731,105477701.0,3.89,-2.3,-0.13,2.12
2024-04-03,603002,5.46,5.59,5.72,5.33,328670,184934525.0,7.07,1.27,0.07,3.71
2024-04-08,603002,5.5,5.33,5.5,5.29,204900,111716905.0,3.76,-4.65,-0.26,2.31
2024-04-09,603002,5.28,5.38,5.39,5.23,122398,65916899.0,3.0,0.94,0.05,1.38
