日期,股票代码,开盘,收盘,最高,最低,成交量,成交额,振幅,涨跌幅,涨跌额,换手率
2024-01-02,920682,5.22,5.44,5.6,5.22,102493,92567737.62,7.16,2.45,0.13,12.82
2024-01-03,920682,5.44,5.6,5.84,5.37,126083,118714007.5,8.64,2.94,0.16,15.77
2024-01-04,920682,5.47,5.49,5.56,5.28,96978,88308395.97,5.0,-1.96,-0.11,12.13
2024-01-05,920682,5.49,5.08,5.57,5.07,80545,71907575.52,9.11,-7.47,-0.41,10.08
2024-01-08,920682,5.06,4.74,5.19,4.73,47488,39642707.4,9.06,-6.69,-0.34,5.94
2024-01-09,920682,4.75,4.54,4.83,4.31,54986,42814687.78,10.97,-4.22,-0.2,6.88
2024-01-10,920682,4.51,4.63,4.67,4.39,29690,23111156.22,6.17,1.98,0.09,3.71
2024-01-11,920682,4.63,4.61,4.69,4.5,21341,16755919.61,4.1,-0.43,-0.02,2.67
2024-01-12,920682,4.55,4.16,4.63,4.14,52351,38964585.01,10.63,-9.76,-0.45,6.55
2024-01-15,920682,4.15,4.08,4.18,4.01,27859,19597591.45,4.09,-1.92,-0.08,3.49
2024-01-16,920682,4.11,4.34,4.36,3.88,53210,38285679.67,11.76,6.37,0.26,6.66
2024-01-17,920682,4.26,4.24,4.58,4.19,58722,44145876.59,8.99,-2.3,-0.1,7.35
2024-01-18,920682,4.23,4.32,4.35,4.09,44047,32181555.31,6.13,1.89,0.08,5.51
2024-01-19,920682,4.31,4.48,4.51,4.28,54415,41177334.47,5.32,3.7,0.16,6.81
2024-01-22,920682,4.47,4.37,4.6,4.28,48223,36701297.22,7.14,-2.46,-0.11,6.03
2024-01-23,920682,4.22,4.37,4.57,4.22,29593,22284199.07,8.01,0.0,0.0,3.7
2024-01-24,920682,4.44,4.31,4.45,4.15,30557,22450855.53,6.86,-1.37,-0.06,3.82
2024-01-25,920682,4.37,4.31,4.41,4.13,42262,31112673.05,6.5,0.0,0.0,5.29
2024-01-26,920682,4.31,4.19,4.4,4.18,23962,17652049.29,5.1,-2.78,-0.12,3.0
2024-01-29,920682,4.21,3.88,4.21,3.88,30597,21189039.0,7.88,-7.4,-0.31,3.83
2024-01-30,920682,3.87,3.83,3.95,3.69,22779,15052975.55,6.7,-1.29,-0.05,2.85
2024-01-31,920682,3.84,3.86,4.05,3.81,26433,17870854.27,6.27,0.78,0.03,3.31
2024-02-01,920682,3.87,3.62,3.87,3.6,18268,11880191.73,6.99,-6.22,-0.24,2.29
2024-02-02,920682,3.62,3.42,3.66,3.29,29174,17692754.14,10.22,-5.52,-0.2,3.65
2024-02-05,920682,3.42,3.44,3.51,3.15,32546,19091375.8,10.53,0.58,0.02,4.07
2024-02-06,920682,3.35,3.78,3.79,3.29,39850,25383176.8,14.53,9.88,0.34,4.99
2024-02-07,920682,3.85,3.85,4.03,3.71,45731,31016614.45,8.47,1.85,0.07,5.72
2024-02-08,920682,3.87,3.94,3.98,3.63,28569,18972663.21,9.09,2.34,0.09,3.57
2024-02-19,920682,3.99,3.97,4.05,3.89,22965,15668016.88,4.06,0.76,0.03,2.87
2024-02-20,920682,3.99,4.06,4.06,3.9,21792,15067750.81,4.03,2.27,0.09,2.73
2024-02-21,920682,4.03,4.08,4.17,3.97,21462,15095740.85,4.93,0.49,0.02,2.68
2024-02-22,920682,4.09,4.07,4.12,4.01,17428,12174802.98,2.7,-0.25,-0.01,2.18
2024-02-23,920682,4.03,4.08,4.12,3.88,24576,16969784.0,5.9,0.25,0.01,3.07
2024-02-26,920682,4.06,4.12,4.16,4.02,18419,12990896.36,3.43,0.98,0.04,2.3
2024-02-27,920682,4.17,4.29,4.35,4.12,27447,20096605.76,5.58,4.13,0.17,3.43
2024-02-28,920682,4.3,4.07,4.4,3.98,36350,26616101.98,9.79,-5.13,-0.22,4.55
2024-02-29,920682,4.15,4.21,4.26,4.08,27950,20034546.33,4.42,3.44,0.14,3.5
2024-03-01,920682,4.17,4.23,4.31,4.17,25506,18482068.31,3.33,0.48,0.02,3.19
2024-03-04,920682,4.24,4.16,4.29,4.13,18611,13346064.27,3.78,-1.65,-0.07,2.33
2024-03-05,920682,4.17,3.97,4.17,3.96,17609,12211485.57,5.05,-4.57,-0.19,2.2
2024-03-06,920682,3.98,4.04,4.08,3.98,17479,12164028.43,2.52,1.76,0.07,2.19
2024-03-07,920682,4.06,4.04,4.19,4.03,22586,15942484.6,3.96,0.0,0.0,2.83
2024-03-08,920682,4.05,4.06,4.18,3.98,13405,9369827.85,4.95,0.5,0.02,1.68
2024-03-11,920682,4.12,4.19,4.2,4.08,22430,15984871.98,2.96,3.2,0.13,2.81
2024-03-12,920682,4.16,4.14,4.24,4.12,23615,16829465.0,2.86,-1.19,-0.05,2.95
2024-03-13,920682,4.13,4.06,4.14,4.01,16807,11797317.94,3.14,-1.93,-0.08,2.1
2024-03-14,920682,4.04,3.96,4.08,3.92,12676,8756549.81,3.94,-2.46,-0.1,1.59
2024-03-15,920682,3.96,4.15,4.2,3.94,30550,21659587.94,6.57,4.8,0.19,3.82
2024-03-18,920682,4.12,4.18,4.22,4.12,18165,12999799.18,2.41,0.72,0.03,2.27
2024-03-19,920682,4.15,4.12,4.19,4.12,12513,8913477.71,1.67,-1.44,-0.06,1.57
2024-03-20,920682,4.14,4.15,4.17,4.12,11695,8346427.8,1.21,0.73,0.03,1.46
2024-03-21,920682,4.17,4.29,4.31,4.14,33739,24521604.93,4.1,3.37,0.14,4.22
2024-03-22,920682,4.26,4.16,4.37,4.15,21403,15550178.3,5.13,-3.03,-0.13,2.68
2024-03-25,920682,4.16,4.15,4.21,4.01,15761,11143290.96,4.81,-0.24,-0.01,1.97
2024-03-26,920682,4.12,4.06,4.12,4.02,8309,5813049.41,2.41,-2.17,-0.09,1.04
2024-03-27,920682,4.16,4.04,4.18,4.04,14695,10393526.62,3.45,-0.49,-0.02,1.84
2024-03-28,920682,4.01,4.09,4.11,4.01,10961,7685766.35,2.48,1.24,0.05,1.37
2024-03-29,920682,4.07,4.16,4.19,4.01,13512,9509200.33,4.4,1.71,0.07,1.69
2024-04-01,920682,4.57,4.36,4.63,4.34,65066,49370232.48,6.97,4.81,0.2,8.14
2024-04-02,920682,4.36,4.38,4.44,4.33,28343,21238122.56,2.52,0.46,0.02,3.55
2024-04-03,920682,4.37,4.37,4.42,4.33,20549,15358744.76,2.05,-0.23,-0.01,2.57
2024-04-08,920682,4.37,4.37,4.45,4.35,22338,16753764.11,2.29,0.0,0.0,2.79
