日期,股票代码,开盘,收盘,最高,最低,成交量,成交额,振幅,涨跌幅,涨跌额,换手率
2024-01-02,603338,49.28,49.43,49.83,49.0,24082,124072233.0,1.69,0.53,0.26,0.48
2024-01-03,603338,49.26,48.63,49.82,48.47,35323,179474484.0,2.73,-1.62,-0.8,0.7
2024-01-04,603338,48.59,48.74,48.87,47.76,31679,159584644.0,2.28,0.23,0.11,0.63
2024-01-05,603338,48.4,48.29,49.05,48.05,16818,85183474.0,2.05,-0.92,-0.45,0.33
2024-01-08,603338,48.04,47.86,48.49,47.56,19708,98383464.0,1.93,-0.89,-0.43,0.39
2024-01-09,603338,47.7,48.67,49.46,47.7,25288,128325809.0,3.68,1.69,0.81,0.5
2024-01-10,603338,48.41,49.2,49.8,48.26,17481,89460950.0,3.16,1.09,0.53,0.35
2024-01-11,603338,49.1,50.27,50.49,48.9,22083,114699026.0,3.23,2.17,1.07,0.44
2024-01-12,603338,50.43,50.18,50.75,49.88,12918,67610658.0,1.73,-0.18,-0.09,0.26
2024-01-15,603338,50.0,50.35,50.85,49.89,11924,62577985.0,1.91,0.34,0.17,0.24
2024-01-16,603338,50.5,51.87,53.68,50.17,40063,216450227.0,6.97,3.02,1.52,0.79
2024-01-17,603338,51.86,52.5,53.57,51.6,50153,276075334.0,3.8,1.21,0.63,0.99
2024-01-18,603338,52.12,53.04,53.46,51.25,33294,180184571.0,4.21,1.03,0.54,0.66
2024-01-19,603338,53.09,51.8,53.09,50.99,26447,142409734.0,3.96,-2.34,-1.24,0.52
2024-01-22,603338,51.65,50.15,51.87,49.32,32903,173914014.0,4.92,-3.19,-1.65,0.65
2024-01-23,603338,49.32,50.33,50.84,47.94,29255,150821544.0,5.78,0.36,0.18,0.58
2024-01-24,603338,50.47,50.25,50.92,48.58,18943,98199028.0,4.65,-0.16,-0.08,0.37
2024-01-25,603338,50.51,51.32,51.74,49.89,23242,123339059.0,3.68,2.13,1.07,0.46
2024-01-26,603338,51.17,51.81,52.28,50.8,23215,124319127.0,2.88,0.95,0.49,0.46
2024-01-29,603338,51.07,48.87,51.69,48.8,25481,132088331.0,5.58,-5.67,-2.94,0.5
2024-01-30,603338,48.79,47.61,48.98,47.02,23829,119732459.0,4.01,-2.58,-1.26,0.47
2024-01-31,603338,49.78,49.67,51.97,49.52,66207,347811201.0,5.15,4.33,2.06,1.31
2024-02-01,603338,49.79,49.69,51.3,49.41,41137,214952795.0,3.81,0.04,0.02,0.81
2024-02-02,603338,50.18,49.64,51.25,48.42,38417,200344277.0,5.7,-0.1,-0.05,0.76
2024-02-05,603338,49.27,51.1,52.0,47.98,52252,271610191.0,8.1,2.94,1.46,1.03
2024-02-06,603338,50.37,53.57,53.77,49.88,46635,252998683.0,7.61,4.83,2.47,0.92
2024-02-07,603338,53.56,57.18,57.35,53.55,71932,418338832.0,7.09,6.74,3.61,1.42
2024-02-08,603338,57.19,57.24,61.85,56.84,71699,442333697.0,8.76,0.1,0.06,1.42
2024-02-19,603338,58.0,55.95,58.68,55.27,57834,337962380.0,5.96,-2.25,-1.29,1.14
2024-02-20,603338,55.5,56.34,56.47,54.55,37132,214242750.0,3.43,0.7,0.39,0.73
2024-02-21,603338,55.16,56.64,58.67,55.02,45991,272632330.0,6.48,0.53,0.3,0.91
2024-02-22,603338,56.61,56.45,56.85,55.61,35138,204230785.0,2.19,-0.34,-0.19,0.69
2024-02-23,603338,56.45,55.23,56.74,53.8,67226,380675210.0,5.21,-2.16,-1.22,1.33
2024-02-26,603338,55.23,54.97,55.65,54.8,41434,236932227.0,1.54,-0.47,-0.26,0.82
2024-02-27,603338,54.83,55.96,55.96,54.16,40896,233013624.0,3.27,1.8,0.99,0.81
2024-02-28,603338,55.83,55.49,56.6,55.06,41661,240599878.0,2.75,-0.84,-0.47,0.82
2024-02-29,603338,55.0,57.03,57.13,54.89,55187,321462613.0,4.04,2.78,1.54,1.09
2024-03-01,603338,57.0,56.28,57.33,55.77,44224,257715352.0,2.74,-1.32,-0.75,0.87
2024-03-04,603338,55.88,56.97,57.26,55.48,45376,265332913.0,3.16,1.23,0.69,0.9
2024-03-05,603338,56.79,57.95,58.24,56.38,44138,263004652.0,3.26,1.72,0.98,0.87
2024-03-06,603338,57.88,57.02,58.34,56.86,35354,209947153.0,2.55,-1.6,-0.93,0.7
2024-03-07,603338,57.1,57.0,57.9,56.7,29963,177856556.0,2.1,-0.04,-0.02,0.59
2024-03-08,603338,57.0,57.4,57.58,56.45,24752,146200880.0,1.98,0.7,0.4,0.49
2024-03-11,603338,57.8,58.49,58.57,56.45,46282,277499595.0,3.69,1.9,1.09,0.91
2024-03-12,603338,58.5,57.14,58.51,56.8,36497,216686308.0,2.92,-2.31,-1.35,0.72
2024-03-13,603338,56.89,57.59,57.71,56.81,27974,166085386.0,1.58,0.79,0.45,0.55
2024-03-14,603338,57.1,57.26,58.54,56.95,20891,124199489.0,2.76,-0.57,-0.33,0.41
2024-03-15,603338,57.11,56.37,57.5,55.5,44758,260628752.0,3.49,-1.55,-0.89,0.88
