日期,股票代码,开盘,收盘,最高,最低,成交量,成交额,振幅,涨跌幅,涨跌额,换手率
2024-01-02,605136,9.87,9.87,9.99,9.78,40697,40524934.0,2.13,0.2,0.02,1.02
2024-01-03,605136,9.87,9.82,9.93,9.76,35819,35443318.0,1.72,-0.51,-0.05,0.89
2024-01-04,605136,9.76,9.88,9.91,9.74,31167,30831765.0,1.73,0.61,0.06,0.78
2024-01-05,605136,9.9,9.72,9.96,9.67,34055,33684311.0,2.94,-1.62,-0.16,0.85
2024-01-08,605136,9.48,9.44,9.69,9.44,36614,35214655.0,2.57,-2.88,-0.28,0.91
2024-01-09,605136,9.49,9.59,9.67,9.46,31041,29879654.0,2.22,1.59,0.15,0.78
2024-01-10,605136,9.54,9.71,9.77,9.39,37911,36755908.0,3.96,1.25,0.12,0.95
2024-01-11,605136,9.69,9.82,9.88,9.64,35849,35352941.0,2.47,1.13,0.11,0.9
2024-01-12,605136,9.78,9.66,9.98,9.66,47372,46773335.0,3.26,-1.63,-0.16,1.18
2024-01-15,605136,9.62,9.74,9.84,9.59,31957,31347559.0,2.59,0.83,0.08,0.8
2024-01-16,605136,9.7,9.53,9.71,9.34,54515,52032979.0,3.8,-2.16,-0.21,1.36
2024-01-17,605136,9.48,9.12,9.49,9.12,54280,50561499.0,3.88,-4.3,-0.41,1.36
2024-01-18,605136,9.09,9.05,9.17,8.79,58393,52594523.0,4.17,-0.77,-0.07,1.46
2024-01-19,605136,9.05,9.0,9.19,8.96,35417,32246416.0,2.54,-0.55,-0.05,0.88
2024-01-22,605136,9.0,8.36,9.03,8.3,46308,40332909.0,8.11,-7.11,-0.64,1.16
2024-01-23,605136,8.33,8.31,8.37,8.14,43099,35914330.0,2.75,-0.6,-0.05,1.08
2024-01-24,605136,8.52,8.71,9.08,8.37,87428,77052976.0,8.54,4.81,0.4,2.18
2024-01-25,605136,8.73,9.01,9.01,8.56,76079,67416914.0,5.17,3.44,0.3,1.9
2024-01-26,605136,8.93,8.88,9.05,8.85,47591,42825174.0,2.22,-1.44,-0.13,1.19
2024-01-29,605136,8.88,8.57,8.99,8.55,40358,35393278.0,4.95,-3.49,-0.31,1.01
2024-01-30,605136,8.53,8.31,8.57,8.28,30109,25583164.0,3.38,-3.03,-0.26,0.75
2024-01-31,605136,9.15,9.15,9.15,8.85,138846,127496060.0,3.61,10.11,0.84,3.47
2024-02-01,605136,9.0,8.64,9.0,8.34,195897,171120768.0,7.21,-5.57,-0.51,4.89
