ts_code,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount
300177.SZ,20240102,7.22,7.24,7.12,7.13,7.19,-0.06,-0.8345,853.0,6.12
300177.SZ,20240103,7.12,7.14,6.95,7.03,7.13,-0.1,-1.4025,1027.0,7.21
300177.SZ,20240104,7.03,7.03,6.93,6.97,7.03,-0.06,-0.8535,745.0,5.2
300177.SZ,20240105,6.99,7.01,6.78,6.82,6.97,-0.15,-2.1521,933.0,6.43
300177.SZ,20240108,6.81,6.88,6.74,6.76,6.82,-0.06,-0.8798,875.0,5.95
300177.SZ,20240109,6.76,7.28,6.76,7.01,6.76,0.25,3.6982,2591.0,18.04
300177.SZ,20240110,6.87,7.11,6.72,6.95,7.01,-0.06,-0.8559,2732.0,18.96
300177.SZ,20240111,7.01,7.18,6.83,7.05,6.95,0.1,1.4388,3319.0,23.24
300177.SZ,20240112,6.99,7.04,6.74,6.82,7.05,-0.23,-3.2624,2566.0,17.64
300177.SZ,20240115,6.75,6.8,6.56,6.63,6.82,-0.19,-2.7859,1956.0,12.99
300177.SZ,20240116,6.65,6.79,6.47,6.62,6.63,-0.01,-0.1508,1525.0,10.05
300177.SZ,20240117,6.61,6.64,6.44,6.44,6.62,-0.18,-2.719,760.0,4.96
300177.SZ,20240118,6.4,6.49,6.23,6.4,6.44,-0.04,-0.6211,1210.0,7.66
300177.SZ,20240119,6.41,6.42,6.2,6.24,6.4,-0.16,-2.5,841.0,5.3
300177.SZ,20240122,6.2,6.27,5.78,5.83,6.24,-0.41,-6.5705,1257.0,7.57
300177.SZ,20240123,5.8,5.88,5.74,5.8,5.83,-0.03,-0.5146,967.0,5.61
300177.SZ,20240124,5.84,5.94,5.65,5.92,5.8,0.12,2.069,1056.0,6.14
300177.SZ,20240125,5.91,6.18,5.87,6.13,5.92,0.21,3.5473,1172.0,7.11
300177.SZ,20240126,6.14,6.18,6.07,6.09,6.13,-0.04,-0.6525,811.0,4.96
300177.SZ,20240129,6.06,6.12,5.83,5.86,6.09,-0.23,-3.7767,884.0,5.25
300177.SZ,20240130,5.81,5.9,5.65,5.65,5.86,-0.21,-3.5836,835.0,4.81
300177.SZ,20240131,5.4,5.42,4.96,4.96,5.65,-0.69,-12.2124,3181.0,16.45
300177.SZ,20240201,4.97,5.1,4.85,4.95,4.96,-0.01,-0.2016,1658.0,8.24
300177.SZ,20240202,4.96,5.08,4.36,4.63,4.95,-0.32,-6.4646,2599.0,12.18
300177.SZ,20240205,4.51,4.57,3.72,3.82,4.63,-0.81,-17.4946,3747.0,14.97
300177.SZ,20240206,3.75,4.03,3.4,3.85,3.82,0.03,0.7853,3393.0,12.47
300177.SZ,20240207,3.9,3.95,3.59,3.7,3.85,-0.15,-3.8961,3167.0,11.96
300177.SZ,20240208,3.74,4.08,3.68,4.08,3.7,0.38,10.2703,2657.0,10.3
300177.SZ,20240219,4.16,4.38,4.12,4.37,4.08,0.29,7.1078,2786.0,11.85
300177.SZ,20240220,4.35,4.48,4.26,4.45,4.37,0.08,1.8307,1960.0,8.57
300177.SZ,20240221,4.42,4.73,4.35,4.55,4.45,0.1,2.2472,2058.0,9.45
300177.SZ,20240222,4.53,4.8,4.52,4.78,4.55,0.23,5.0549,1858.0,8.75
300177.SZ,20240223,4.8,5.05,4.78,5.04,4.78,0.26,5.4393,2056.0,10.12
300177.SZ,20240226,5.04,5.29,5.01,5.18,5.04,0.14,2.7778,2114.0,10.88
300177.SZ,20240227,5.29,5.43,5.18,5.42,5.18,0.24,4.6332,2297.0,12.21
300177.SZ,20240228,5.39,5.48,4.79,4.8,5.42,-0.62,-11.4391,3926.0,20.23
300177.SZ,20240229,4.76,5.06,4.71,5.06,4.8,0.26,5.4167,2500.0,12.4
300177.SZ,20240301,5.05,5.27,5.05,5.24,5.06,0.18,3.5573,2082.0,10.77
300177.SZ,20240304,5.27,5.28,5.02,5.15,5.24,-0.09,-1.7176,1750.0,8.96
300177.SZ,20240305,5.1,5.16,5.01,5.04,5.15,-0.11,-2.1359,1456.0,7.4
300177.SZ,20240306,5.0,5.16,4.95,5.07,5.04,0.03,0.5952,1406.0,7.1
300177.SZ,20240307,5.1,5.16,4.95,4.96,5.07,-0.11,-2.1696,1415.0,7.15
300177.SZ,20240308,4.98,5.09,4.92,5.08,4.96,0.12,2.4194,1148.0,5.76
300177.SZ,20240311,5.11,5.14,5.01,5.14,5.08,0.06,1.1811,1243.0,6.31
300177.SZ,20240312,5.15,5.31,5.12,5.3,5.14,0.16,3.1128,1750.0,9.17
300177.SZ,20240313,5.3,5.38,5.22,5.3,5.3,0.0,0.0,1377.0,7.29
300177.SZ,20240314,5.29,5.31,5.1,5.22,5.3,-0.08,-1.5094,1292.0,6.73
300177.SZ,20240315,5.2,5.29,5.15,5.27,5.22,0.05,0.9579,985.0,5.15
300177.SZ,20240318,5.32,5.51,5.32,5.49,5.27,0.22,4.1746,1729.0,9.35
300177.SZ,20240319,5.59,5.68,5.48,5.55,5.49,0.06,1.0929,2297.0,12.81
300177.SZ,20240320,5.53,5.79,5.53,5.63,5.55,0.08,1.4414,1566.0,8.78
300177.SZ,20240321,5.72,5.78,5.57,5.78,5.63,0.15,2.6643,2336.0,13.27
300177.SZ,20240322,5.71,5.91,5.5,5.69,5.78,-0.09,-1.5571,3385.0,19.16
300177.SZ,20240325,5.61,5.65,5.37,5.4,5.69,-0.29,-5.0967,2060.0,11.42
