ts_code,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount
688012.SH,20240102,152.88,152.88,142.0,146.05,153.6,-7.55,-4.9154,984.0,144.55
688012.SH,20240103,145.43,149.08,144.73,145.44,146.05,-0.61,-0.4177,424.0,62.06
688012.SH,20240104,145.5,147.8,142.3,144.9,145.44,-0.54,-0.3713,486.0,70.29
688012.SH,20240105,144.0,146.38,143.2,144.2,144.9,-0.7,-0.4831,483.0,69.9
688012.SH,20240108,142.63,144.18,137.1,137.73,144.2,-6.47,-4.4868,726.0,100.64
688012.SH,20240109,137.7,139.97,135.0,136.36,137.73,-1.37,-0.9947,501.0,68.54
688012.SH,20240110,135.92,138.99,133.01,136.94,136.36,0.58,0.4253,503.0,68.73
688012.SH,20240111,136.0,138.49,135.61,137.5,136.94,0.56,0.4089,453.0,62.13
688012.SH,20240112,138.0,138.69,134.59,134.66,137.5,-2.84,-2.0655,446.0,60.86
688012.SH,20240115,136.61,141.25,134.66,137.29,134.66,2.63,1.9531,820.0,112.93
688012.SH,20240116,137.29,140.96,136.7,140.23,137.29,2.94,2.1415,686.0,95.62
688012.SH,20240117,139.53,140.5,136.35,136.71,140.23,-3.52,-2.5102,485.0,67.05
688012.SH,20240118,135.63,139.6,132.6,139.31,136.71,2.6,1.9018,802.0,108.76
688012.SH,20240119,139.31,143.2,139.31,141.52,139.31,2.21,1.5864,777.0,109.99
688012.SH,20240122,141.2,142.73,138.3,139.85,141.52,-1.67,-1.18,682.0,95.98
688012.SH,20240123,138.78,139.59,135.11,137.11,139.85,-2.74,-1.9592,567.0,77.95
688012.SH,20240124,138.0,138.38,126.32,132.0,137.11,-5.11,-3.7269,1137.0,148.1
688012.SH,20240125,131.88,135.79,129.0,134.96,132.0,2.96,2.2424,657.0,87.27
688012.SH,20240126,133.43,134.0,126.5,126.5,134.96,-8.46,-6.2685,969.0,125.02
688012.SH,20240129,126.5,128.48,121.0,121.71,126.5,-4.79,-3.7866,896.0,110.9
688012.SH,20240130,120.5,121.35,114.6,114.71,121.71,-7.0,-5.7514,848.0,99.7
688012.SH,20240131,114.04,116.55,113.12,114.06,114.71,-0.65,-0.5666,768.0,88.07
688012.SH,20240201,114.0,120.49,111.82,116.81,114.06,2.75,2.411,1009.0,118.06
688012.SH,20240202,117.0,118.0,109.15,112.31,116.81,-4.5,-3.8524,1104.0,124.75
688012.SH,20240205,112.6,113.5,104.92,111.5,112.31,-0.81,-0.7212,1132.0,124.26
688012.SH,20240206,111.24,117.55,108.98,116.8,111.5,5.3,4.7534,1153.0,132.16
688012.SH,20240207,117.15,123.25,115.03,119.48,116.8,2.68,2.2945,1227.0,147.14
688012.SH,20240208,123.91,126.12,120.15,122.77,119.48,3.29,2.7536,1041.0,128.5
688012.SH,20240219,125.22,126.33,123.23,125.57,122.77,2.8,2.2807,860.0,107.52
688012.SH,20240220,125.45,125.8,122.28,123.8,125.57,-1.77,-1.4096,537.0,66.28
688012.SH,20240221,122.5,127.26,121.51,124.8,123.8,1.0,0.8078,654.0,81.52
688012.SH,20240222,124.78,126.84,124.12,125.8,124.8,1.0,0.8013,555.0,69.56
688012.SH,20240223,126.81,130.8,125.3,130.58,125.8,4.78,3.7997,790.0,101.07
688012.SH,20240226,132.0,134.0,129.25,130.19,130.58,-0.39,-0.2987,708.0,92.9
688012.SH,20240227,129.2,139.0,128.0,138.45,130.19,8.26,6.3446,975.0,130.53
688012.SH,20240228,137.8,141.25,133.41,133.41,138.45,-5.04,-3.6403,872.0,120.1
688012.SH,20240229,137.0,147.8,136.5,146.79,133.41,13.38,10.0292,1411.0,202.47
688012.SH,20240301,147.79,147.99,144.88,147.1,146.79,0.31,0.2112,886.0,129.81
688012.SH,20240304,147.1,150.49,145.12,149.0,147.1,1.9,1.2916,803.0,118.86
688012.SH,20240305,148.0,150.38,146.27,149.57,149.0,0.57,0.3826,775.0,115.1
688012.SH,20240306,149.54,149.54,144.3,146.12,149.57,-3.45,-2.3066,616.0,90.05
688012.SH,20240307,147.97,150.33,144.84,145.88,146.12,-0.24,-0.1642,565.0,83.12
688012.SH,20240308,146.2,149.4,145.66,148.88,145.88,3.0,2.0565,537.0,79.25
688012.SH,20240311,146.99,150.0,146.3,149.86,148.88,0.98,0.6582,536.0,79.4
688012.SH,20240312,149.86,156.95,149.15,155.99,149.86,6.13,4.0905,1097.0,169.26
688012.SH,20240313,155.99,157.88,153.28,154.0,155.99,-1.99,-1.2757,531.0,82.2
688012.SH,20240314,152.8,154.46,149.96,151.49,154.0,-2.51,-1.6299,505.0,76.64
688012.SH,20240315,151.49,151.79,148.11,150.58,151.49,-0.91,-0.6007,393.0,58.88
688012.SH,20240318,151.87,155.2,150.3,155.09,150.58,4.51,2.9951,662.0,101.53
688012.SH,20240319,154.01,155.52,151.87,153.58,155.09,-1.51,-0.9736,558.0,85.59
688012.SH,20240320,153.02,155.16,152.3,154.38,153.58,0.8,0.5209,426.0,65.67
688012.SH,20240321,155.01,161.71,154.8,155.89,154.38,1.51,0.9781,654.0,103.39
688012.SH,20240322,156.0,161.67,155.0,158.81,155.89,2.92,1.8731,791.0,125.95
688012.SH,20240325,158.0,163.07,155.3,156.72,158.81,-2.09,-1.316,645.0,102.67
688012.SH,20240326,157.81,159.66,152.56,152.79,156.72,-3.93,-2.5077,548.0,85.01
688012.SH,20240327,153.37,154.3,150.59,150.79,152.79,-2.0,-1.309,471.0,71.69
688012.SH,20240328,151.74,151.9,147.5,149.26,150.79,-1.53,-1.0147,537.0,80.44
688012.SH,20240329,149.0,151.5,145.71,149.3,149.26,0.04,0.0268,433.0,64.41
688012.SH,20240401,151.0,153.8,149.8,151.75,149.3,2.45,1.641,472.0,71.59
688012.SH,20240402,151.76,152.75,148.56,149.55,151.75,-2.2,-1.4498,379.0,57.16
688012.SH,20240403,150.0,151.99,146.9,150.09,149.55,0.54,0.3611,440.0,65.89
688012.SH,20240408,150.6,153.79,149.01,149.2,150.09,-0.89,-0.593,408.0,61.8
688012.SH,20240409,148.4,149.6,145.8,147.42,149.2,-1.78,-1.193,375.0,55.13
688012.SH,20240410,147.22,147.42,142.67,142.99,147.42,-4.43,-3.005,524.0,75.32
688012.SH,20240411,142.0,145.22,139.39,140.1,142.99,-2.89,-2.0211,524.0,74.22
688012.SH,20240412,140.6,140.98,138.5,138.66,140.1,-1.44,-1.0278,387.0,53.99
688012.SH,20240415,140.44,148.9,140.07,146.49,138.66,7.83,5.6469,808.0,117.36
688012.SH,20240416,144.8,147.64,143.55,143.59,146.49,-2.9,-1.9797,420.0,60.93
688012.SH,20240417,144.66,145.15,140.18,141.84,143.59,-1.75,-1.2187,691.0,98.16
688012.SH,20240418,141.19,141.68,137.66,137.88,141.84,-3.96,-2.7919,685.0,95.67
688012.SH,20240419,136.52,136.94,133.09,133.85,137.88,-4.03,-2.9228,587.0,78.99
688012.SH,20240422,133.03,136.66,131.16,134.49,133.85,0.64,0.4781,427.0,57.51
688012.SH,20240423,135.28,135.49,133.2,134.3,134.49,-0.19,-0.1413,331.0,44.47
688012.SH,20240424,134.98,136.5,134.26,135.52,134.3,1.22,0.9084,433.0,58.69
688012.SH,20240425,135.5,136.88,134.39,135.78,135.52,0.26,0.1919,431.0,58.4
688012.SH,20240426,133.51,136.92,130.61,135.04,135.78,-0.74,-0.545,1114.0,149.48
688012.SH,20240429,135.01,146.51,134.7,145.68,135.04,10.64,7.8791,1244.0,177.59
688012.SH,20240430,145.6,146.52,141.64,141.67,145.68,-4.01,-2.7526,622.0,89.22
688012.SH,20240506,143.1,146.0,141.11,143.21,141.67,1.54,1.087,650.0,93.43
688012.SH,20240507,143.0,143.7,139.82,140.42,143.21,-2.79,-1.9482,452.0,63.91
688012.SH,20240508,139.91,141.0,136.01,136.7,140.42,-3.72,-2.6492,441.0,60.55
688012.SH,20240509,136.7,139.17,136.28,138.13,136.7,1.43,1.0461,461.0,63.58
