ts_code,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount
920807.BJ,20240102,7.61,8.15,7.43,8.0,7.44,0.56,7.5269,651.0,5.06
920807.BJ,20240103,8.15,8.79,7.95,7.96,8.0,-0.04,-0.5,824.0,6.87
920807.BJ,20240104,7.86,8.37,7.6,8.32,7.96,0.36,4.5226,491.0,3.94
920807.BJ,20240105,8.18,8.31,7.5,7.71,8.32,-0.61,-7.3317,456.0,3.61
920807.BJ,20240108,7.55,7.87,7.0,7.15,7.71,-0.56,-7.2633,236.0,1.78
920807.BJ,20240109,7.32,7.43,6.61,6.86,7.15,-0.29,-4.0559,300.0,2.09
920807.BJ,20240110,6.84,7.12,6.75,7.05,6.86,0.19,2.7697,170.0,1.18
920807.BJ,20240111,7.02,7.09,6.89,6.98,7.05,-0.07,-0.9929,177.0,1.24
920807.BJ,20240112,6.91,6.98,6.32,6.35,6.98,-0.63,-9.0258,335.0,2.22
920807.BJ,20240115,6.34,6.47,6.16,6.21,6.35,-0.14,-2.2047,149.0,0.94
920807.BJ,20240116,6.3,6.65,6.02,6.59,6.21,0.38,6.1192,292.0,1.87
920807.BJ,20240117,6.4,6.78,6.39,6.41,6.59,-0.18,-2.7314,365.0,2.4
920807.BJ,20240118,6.43,6.59,6.15,6.55,6.41,0.14,2.1841,277.0,1.77
920807.BJ,20240119,6.51,6.85,6.51,6.85,6.55,0.3,4.5802,327.0,2.2
920807.BJ,20240122,6.78,6.89,6.3,6.35,6.85,-0.5,-7.2993,244.0,1.61
920807.BJ,20240123,6.25,6.5,6.2,6.42,6.35,0.07,1.1024,146.0,0.93
920807.BJ,20240124,6.54,6.54,6.15,6.4,6.42,-0.02,-0.3115,130.0,0.83
920807.BJ,20240125,6.34,6.51,6.18,6.29,6.4,-0.11,-1.7188,188.0,1.19
920807.BJ,20240126,6.29,6.4,6.16,6.2,6.29,-0.09,-1.4308,135.0,0.85
920807.BJ,20240129,6.2,6.24,5.7,5.78,6.2,-0.42,-6.7742,217.0,1.28
920807.BJ,20240130,5.65,5.83,5.45,5.65,5.78,-0.13,-2.2491,151.0,0.85
920807.BJ,20240131,5.62,5.9,5.6,5.7,5.65,0.05,0.885,141.0,0.81
920807.BJ,20240201,5.65,5.69,5.4,5.41,5.7,-0.29,-5.0877,128.0,0.71
920807.BJ,20240202,5.45,5.49,4.91,5.08,5.41,-0.33,-6.0998,144.0,0.75
920807.BJ,20240205,5.05,5.05,4.5,4.85,5.08,-0.23,-4.5276,162.0,0.78
920807.BJ,20240206,4.81,5.34,4.71,5.33,4.85,0.48,9.8969,179.0,0.92
920807.BJ,20240207,5.37,6.85,5.33,6.1,5.33,0.77,14.4465,646.0,3.96
920807.BJ,20240208,5.9,6.04,5.36,5.66,6.1,-0.44,-7.2131,458.0,2.57
920807.BJ,20240219,5.56,5.77,5.53,5.73,5.66,0.07,1.2367,260.0,1.47
920807.BJ,20240220,5.66,5.88,5.57,5.85,5.73,0.12,2.0942,211.0,1.22
920807.BJ,20240221,5.78,5.99,5.71,5.82,5.85,-0.03,-0.5128,219.0,1.29
920807.BJ,20240222,5.83,5.86,5.68,5.7,5.82,-0.12,-2.0619,170.0,0.98
920807.BJ,20240223,5.7,5.77,5.45,5.53,5.7,-0.17,-2.9825,215.0,1.2
920807.BJ,20240226,5.5,5.74,5.5,5.6,5.53,0.07,1.2658,139.0,0.78
920807.BJ,20240227,5.6,5.88,5.51,5.87,5.6,0.27,4.8214,251.0,1.45
920807.BJ,20240228,5.87,6.13,5.59,5.62,5.87,-0.25,-4.2589,283.0,1.66
920807.BJ,20240229,5.53,5.77,5.53,5.75,5.62,0.13,2.3132,195.0,1.11
920807.BJ,20240301,5.75,5.86,5.7,5.8,5.75,0.05,0.8696,145.0,0.84
920807.BJ,20240304,5.83,5.83,5.61,5.65,5.8,-0.15,-2.5862,99.0,0.56
920807.BJ,20240305,5.6,5.71,5.36,5.45,5.65,-0.2,-3.5398,171.0,0.93
920807.BJ,20240306,5.37,5.56,5.37,5.48,5.45,0.03,0.5505,112.0,0.61
920807.BJ,20240307,5.52,5.95,5.5,5.6,5.48,0.12,2.1898,291.0,1.65
920807.BJ,20240308,5.52,5.57,5.4,5.5,5.6,-0.1,-1.7857,157.0,0.86
920807.BJ,20240311,5.45,5.54,5.42,5.54,5.5,0.04,0.7273,89.0,0.49
920807.BJ,20240312,5.5,5.59,5.48,5.53,5.54,-0.01,-0.1805,92.0,0.51
920807.BJ,20240313,5.54,5.54,5.45,5.47,5.53,-0.06,-1.085,72.0,0.39
920807.BJ,20240314,5.47,5.52,5.4,5.46,5.47,-0.01,-0.1828,100.0,0.55
920807.BJ,20240315,5.45,5.82,5.43,5.73,5.46,0.27,4.9451,367.0,2.08
920807.BJ,20240318,5.72,5.79,5.55,5.71,5.73,-0.02,-0.349,177.0,1.0
920807.BJ,20240319,5.68,5.82,5.65,5.69,5.71,-0.02,-0.3503,123.0,0.7
920807.BJ,20240320,5.67,5.74,5.65,5.7,5.69,0.01,0.1757,99.0,0.57
920807.BJ,20240321,5.72,5.83,5.63,5.69,5.7,-0.01,-0.1754,117.0,0.67
920807.BJ,20240322,5.73,5.76,5.61,5.62,5.69,-0.07,-1.2302,120.0,0.68
920807.BJ,20240325,5.6,5.6,5.4,5.41,5.62,-0.21,-3.7367,91.0,0.5
920807.BJ,20240326,5.43,5.43,5.29,5.34,5.41,-0.07,-1.2939,41.0,0.22
920807.BJ,20240327,5.34,5.54,5.28,5.33,5.34,-0.01,-0.1873,77.0,0.42
920807.BJ,20240328,5.33,5.42,5.25,5.37,5.33,0.04,0.7505,54.0,0.29
920807.BJ,20240329,5.35,5.42,5.32,5.34,5.37,-0.03,-0.5587,43.0,0.23
920807.BJ,20240401,5.39,5.42,5.32,5.37,5.34,0.03,0.5618,61.0,0.33
920807.BJ,20240402,5.38,5.41,5.32,5.36,5.37,-0.01,-0.1862,60.0,0.32
920807.BJ,20240403,5.38,5.78,5.3,5.51,5.36,0.15,2.7985,237.0,1.31
920807.BJ,20240408,5.46,5.59,5.3,5.32,5.51,-0.19,-3.4483,191.0,1.04
920807.BJ,20240409,5.32,5.78,5.2,5.7,5.32,0.38,7.1429,257.0,1.42
920807.BJ,20240410,5.56,5.98,5.53,5.72,5.7,0.02,0.3509,411.0,2.38
920807.BJ,20240411,5.64,5.72,5.45,5.57,5.72,-0.15,-2.6224,184.0,1.03
920807.BJ,20240412,5.58,5.7,5.4,5.43,5.57,-0.14,-2.5135,176.0,0.97
920807.BJ,20240415,5.43,5.43,5.02,5.11,5.43,-0.32,-5.8932,181.0,0.94
920807.BJ,20240416,5.09,5.09,4.74,4.74,5.11,-0.37,-7.2407,125.0,0.61
920807.BJ,20240417,4.91,5.02,4.78,4.96,4.74,0.22,4.6414,71.0,0.35
920807.BJ,20240418,4.92,5.03,4.9,4.95,4.96,-0.01,-0.2016,47.0,0.23
920807.BJ,20240419,4.91,5.05,4.86,4.94,4.95,-0.01,-0.202,52.0,0.26
920807.BJ,20240422,4.99,5.0,4.91,4.95,4.94,0.01,0.2024,32.0,0.16
920807.BJ,20240423,4.94,5.02,4.91,4.97,4.95,0.02,0.404,41.0,0.2
920807.BJ,20240424,5.01,5.02,4.91,5.02,4.97,0.05,1.006,50.0,0.25
920807.BJ,20240425,4.95,5.01,4.88,4.91,5.02,-0.11,-2.1912,73.0,0.36
920807.BJ,20240426,4.9,4.96,4.86,4.95,4.91,0.04,0.8147,78.0,0.38
